id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1228329145700222826,Nice Basic Room close to Hönng,47204640,Vilma,Kreis 10,Höngg,47.40887,8.48561,Private room,60,4,1,2024-10-31,0.49,4,365,1,
1228999888017065511,Zürich City,593268462,Afrim,Kreis 4,Hard,47.37848,8.51528,Private room,120,1,0,,,18,365,0,
1229000792298488807,Zürich Zentrum,593268462,Afrim,Kreis 3,Sihlfeld,47.37263,8.51471,Private room,120,1,0,,,18,360,0,
1229027834473467094,Modern Central Studio Apartment in Zurich Oerlikon,57029086,Stefani,Kreis 11,Seebach,47.4145029,8.5469001,Entire home/apt,115,2,2,2024-11-01,0.64,29,338,2,
1229057349307006351,Modern 2BR Apartment w Balcony near Zurich Center,57029086,Stefani,Kreis 11,Seebach,47.4145029,8.5469001,Entire home/apt,260,2,3,2024-12-29,0.88,29,0,3,
1229118445100472069,City's Heart 2BR Apartment near Oerlikon Station,57029086,Stefani,Kreis 11,Seebach,47.4145029,8.5469001,Entire home/apt,249,2,3,2024-12-08,1.23,29,353,3,
1229126323633746709,Zurich Airport near: Chic 2BR Apartment w/ Balcony,57029086,Stefani,Kreis 11,Seebach,47.4145029,8.5469001,Entire home/apt,246,2,0,,,29,354,0,
1229552139229847279,Zürich Zentrum,593268462,Afrim,Kreis 3,Sihlfeld,47.37243,8.51595,Private room,120,1,3,2024-11-02,0.70,18,363,3,
1229552907681509841,24h überwachungskamera,593268462,Afrim,Kreis 4,Hard,47.37967,8.51481,Private room,120,1,4,2024-12-12,1.30,18,362,4,
1229570131298286577,"Charming 3-Bedroom flat with balcony ""122 23""",123896618,Sharedlock,Kreis 12,Hirzenbach,47.40185,8.58306,Entire home/apt,125,1,0,,,20,23,0,
1229588260170748792,"3 room Flat Near Public Transport ""alt 124 03""",123896618,Sharedlock,Kreis 12,Hirzenbach,47.40197,8.58151,Entire home/apt,,1,1,2024-12-13,1,20,0,1,
1229625808523595175,"4 Bedroom Huge Flat in Zurich Center, SAUB 2F4R",420370006,Kamila,Kreis 9,Altstetten,47.38712,8.48796,Entire home/apt,176,1,1,2024-09-21,0.30,88,6,1,
1230437648774198042,Zürich City,593268462,Afrim,Kreis 4,Hard,47.3801,8.51678,Private room,120,1,2,2024-09-20,0.57,18,363,2,
1230885722782927086,Möbliertes WG Zimmer in Wiedikon,504420362,Loris,Kreis 3,Sihlfeld,47.37549,8.51471,Private room,57,10,2,2024-09-15,0.53,13,274,2,
1231048121768521429,"Hidden gem, design flat in Zurich",1589531,Joyce,Kreis 8,Mühlebach,47.36233,8.55425,Entire home/apt,,3,0,,,1,0,0,
1231187285834633167,Zurich City,593268462,Afrim,Kreis 4,Hard,47.3789865,8.515658199999999,Private room,120,1,0,,,18,364,0,
1231691999253286311,New cozy 2 room flat in Zurich Old Town CenterRENB,420370006,Kamila,Kreis 1,Lindenhof,47.37388,8.53996,Entire home/apt,2321,1,0,,,88,3,0,
1231739264490582849,Wohnen im Trendviertel Lochergut,598336945,Delia,Kreis 3,Sihlfeld,47.37521593798086,8.516671088360596,Entire home/apt,150,2,20,2024-12-24,6.52,1,287,20,
1231776268569333179,Möbliertes WG Zimmer in Wiedikon!,504420362,Loris,Kreis 4,Hard,47.37635,8.51478,Private room,56,10,6,2024-09-29,1.68,13,254,6,
1231895124438988369,Zürich Zentrum,593268462,Afrim,Kreis 3,Sihlfeld,47.3732,8.5141,Private room,120,1,1,2024-11-24,0.81,18,365,1,
1231905794950510609,Riverview Apartment City Center,24604510,Dominic,Kreis 10,Höngg,47.39565052429562,8.510735703168814,Entire home/apt,79,10,0,,,1,84,0,
1231994534178858019,Fully furnished 2 bedroom apartm,592439186,Dhanraj,Kreis 2,Enge,47.3674633,8.5339314,Entire home/apt,214,5,0,,,1,365,0,
1232391949793373670,Gemütliches Studio zentral & nah am See,594971311,Maria,Kreis 8,Mühlebach,47.35743,8.5549,Entire home/apt,225,14,0,,,2,365,0,
1232419388241809633,1.5 Zimmerwohnung Zürich,59306205,Anna,Kreis 2,Wollishofen,47.33398,8.52939,Entire home/apt,100,1,0,,,1,62,0,
1232543743363128782,Practical and cozy City Studio (Art 6),23561865,Dimi,Kreis 7,Hottingen,47.37049,8.54985,Entire home/apt,171,2,7,2024-10-19,1.75,115,0,7,
1232554482424409791,Zentral gelegene Altbauwohnung,22160131,Franziska,Kreis 6,Unterstrass,47.394890726278206,8.542198887146915,Private room,125,2,0,,,1,364,0,
1232682407613237834,Bright and practical Studio (Art 16),23561865,Dimi,Kreis 7,Hottingen,47.37025,8.55048,Entire home/apt,159,2,8,2024-10-19,2.03,115,0,8,
1233106793058874333,"Blueground | Enge, balcony, w/d & elevator",434204093,Blueground,Kreis 2,Enge,47.3537732,8.5272021,Entire home/apt,208,31,0,,,165,119,0,
1233140796052108572,gemütliches und zentrales Zuhause,561138669,Annabelle,Kreis 3,Sihlfeld,47.37848,8.50245,Entire home/apt,,4,1,2024-12-20,1,1,252,1,
1233282599625077074,Cozy Zurich Apartment with Easy Access,1229459,Swissstay,Kreis 12,Hirzenbach,47.4016843,8.584070400000002,Entire home/apt,127,2,9,2024-12-16,2.70,81,50,9,
1233369094916987595,Ruhiges Zimmer mit eigenem Bad,598768700,Wojciech Tomasz,Kreis 11,Affoltern,47.41487,8.51349,Private room,,1,18,2024-12-22,4.95,1,0,18,
1233851288239180561,Modernes Apartment im Zentrum,242487401,Kenan,Kreis 6,Unterstrass,47.38279,8.54159,Entire home/apt,214,1,36,2024-12-24,10.00,1,189,36,
1234012132490514863,Basic 2-Bed Flat with Sofa Bed in Zurich,1229459,Swissstay,Kreis 12,Hirzenbach,47.401269,8.5832709,Entire home/apt,137,2,5,2024-11-11,1.47,81,48,5,
1234021639675541166,Zurich City,593268462,Afrim,Kreis 4,Hard,47.37836,8.51541,Private room,120,1,1,2024-09-09,0.27,18,365,1,
1234204667406584893,Green Silence in Doldertal,142787918,Giorgio,Kreis 7,Hottingen,47.37156,8.56241,Entire home/apt,105,7,0,,,1,216,0,
1234538984358477129,"Bright & Spacious 2 room flat ""alt 124 02""",123896618,Sharedlock,Kreis 12,Hirzenbach,47.40272,8.58142,Entire home/apt,84,1,1,2024-10-10,0.37,20,7,1,
1234552685595455858,"Quiet 2 room flat 20 minutes from HB ""Alt 124 12""",123896618,Sharedlock,Kreis 12,Hirzenbach,47.40159,8.58262,Entire home/apt,83,1,0,,,20,22,0,
1236113908086835604,Private room Zurich Alstatten,10636239,Pierre,Kreis 9,Altstetten,47.39829,8.49473,Private room,59,7,0,,,2,365,0,
1236143056236574363,Miniloft over Zurich,480818309,Jørg,Kreis 9,Albisrieden,47.36855,8.49514,Entire home/apt,,14,2,2024-12-10,0.67,1,0,2,
1236144718398308429,Apparemment Altstetten,10636239,Pierre,Kreis 9,Altstetten,47.39886,8.4942,Entire home/apt,,7,0,,,2,344,0,
1236633959577405501,"City Center, Train Station near Cozy 3BR w Balcony",57029086,Stefani,Kreis 11,Oerlikon,47.41372,8.54581,Entire home/apt,408,2,1,2024-10-14,0.38,29,350,1,
1236659946178778855,Möbliertes WG Zimmer in Wiedikon.,504420362,Loris,Kreis 4,Hard,47.37695,8.51418,Private room,55,10,1,2024-12-04,1,13,331,1,
1236678954538822242,Habitación Privada en Zúrich,447530012,Khalid,Kreis 4,Langstrasse,47.37754,8.52862,Private room,100,1,0,,,1,365,0,
1236725776059498057,Möbliertes WG Zimmer Zürich Altstetten!,504420362,Loris,Kreis 9,Altstetten,47.38821,8.48787,Private room,45,10,1,2024-11-30,1,13,144,1,
1236744153573548803,Möbliertes WG Zimmer Zürich-Altstetten mit Balkon,504420362,Loris,Kreis 9,Altstetten,47.38774,8.48758,Private room,48,10,1,2024-10-17,0.40,13,104,1,
1236763996331811005,Möbliertes WG Zimmer Zürich-Altstetten,504420362,Loris,Kreis 9,Altstetten,47.38746,8.48559,Private room,45,10,2,2024-10-25,0.65,13,123,2,
1236775312574900953,Cozy room in the city of Zürich,112850598,Laura,Kreis 9,Altstetten,47.38765,8.49232,Private room,115,1,6,2024-12-10,2.14,1,23,6,
1236848509860131455,Tranquil Family Escape with Garden in Zürich City,30930257,Tamara,Kreis 9,Altstetten,47.38241,8.47993,Entire home/apt,261,4,1,2024-10-05,0.34,1,124,1,
1236872635066040850,Apartment mit 3 schlaffzimmer,593268462,Afrim,Kreis 4,Hard,47.3789865,8.515658199999999,Entire home/apt,320,1,5,2024-12-07,1.32,18,355,5,
1236887942079540764,Amazing room in Oerlikon.,280970058,Svitlana,Kreis 11,Oerlikon,47.41146,8.54449,Private room,85,5,2,2024-09-30,0.53,2,15,2,
1237050338076183212,Oerlikon Station near: 3BR Apartment w Balcony,57029086,Stefani,Kreis 11,Seebach,47.4145029,8.5469001,Entire home/apt,496,2,3,2024-11-25,0.81,29,356,3,
1237057737534199344,Heart of Oerlikon: Beautiful 3BR Oasis in Zurich,57029086,Stefani,Kreis 11,Seebach,47.4145029,8.5469001,Entire home/apt,383,2,1,2024-11-27,0.88,29,352,1,
1237392814373445900,Huge Charming City Center Studio with Balcony RI2F,420370006,Kamila,Kreis 6,Oberstrass,47.38493,8.54989,Entire home/apt,116,1,13,2024-12-24,3.42,88,53,13,
1237514131175283071,Zürich skyline,15214180,George,Kreis 5,Escher Wyss,47.38637,8.51411,Entire home/apt,155,6,5,2024-11-01,1.36,3,34,5,
1238187595348322589,"Bright & Spacious 2 room flat ""alt 124 22""",123896618,Sharedlock,Kreis 12,Hirzenbach,47.40329,8.58173,Entire home/apt,70,1,0,,,20,24,0,
1238198765262237288,"Beautiful 3 room with lovely balcony ""alt 122 02""",123896618,Sharedlock,Kreis 12,Hirzenbach,47.40321,8.58146,Entire home/apt,240,1,1,2024-12-14,1,20,45,1,
1240530032894253714,Triemli Haus,499046066,Diana,Kreis 9,Albisrieden,47.3659,8.49158,Entire home/apt,264,1,2,2024-12-21,2,3,312,2,
1240671139573831590,Gemütliche Wohnung im Herzen von Zürich,348327394,Saschja,Kreis 9,Albisrieden,47.37698,8.49835,Entire home/apt,129,2,2,2024-12-10,2,5,77,2,
1241287718107262358,3.5 Zimmer-Wohnung in Wiedikon,512661321,Isabella,Kreis 3,Alt-Wiedikon,47.36804,8.52236,Entire home/apt,130,60,0,,,1,116,0,
1241304790195418523,"City Center / Brunau - 3.5 rooms, garden view",1746873,Frank,Kreis 3,Alt-Wiedikon,47.35828,8.51837,Entire home/apt,189,2,10,2024-12-26,2.86,14,10,10,
1241338459665929751,2 Rooms in a quiet neighborhood,142652075,Lazhar,Kreis 11,Seebach,47.41994,8.54481,Private room,230,1,0,,,10,365,0,
1241762980530442173,Apartment in Zurich city (Lake),40898714,Alessandra,Kreis 8,Mühlebach,47.36096,8.55194,Entire home/apt,110,1,22,2024-12-15,6.11,1,45,22,
1242659396634280028,Zurich Central Brand New Apartment,394242499,Mia,Kreis 6,Unterstrass,47.38465,8.54273,Entire home/apt,99,1,21,2024-12-26,6.56,5,93,21,
1242812126751186178,"schönes Doppelzimmer, Zürich-Enge (267173)",238029336,Buchungsservice SECRA Bookings,Kreis 2,Enge,47.36358,8.53209,Entire home/apt,73,1,0,,,1,0,0,
1243316112859253900,Möbliertes WG Zimmer an der Langstrasse,504420362,Loris,Kreis 5,Gewerbeschule,47.38312,8.53088,Private room,58,5,2,2024-09-27,0.62,13,344,2,
1243318919780844501,"Suite3,   Seven minutes walk from the Opera-House",312585158,Monika,Kreis 8,Mühlebach,47.3639,8.55413,Entire home/apt,319,1,2,2024-12-01,1.36,1,342,2,
1243449127847120741,"Zentrumsnahe, ruhige und geschmackvolle Oase",651465799,Claudia,Kreis 2,Wollishofen,47.34391,8.53328,Private room,110,3,4,2024-12-16,3.24,1,345,4,
1244802325599398482,Basic 1-Bedroom Zurich Stay with Sofa Bed,1229459,Swissstay,Kreis 8,Weinegg,47.3608212,8.5600603,Entire home/apt,130,2,2,2024-10-19,0.59,81,301,2,
1245009029575870447,Stylish 2BR near lake - Flower 3,1314526,Giancarlo,Kreis 8,Seefeld,47.36041,8.55145,Entire home/apt,241,2,5,2024-11-08,1.49,66,20,5,
1245034801658850964,Amazing 2BR near lake - Lava,1314526,Giancarlo,Kreis 2,Enge,47.36158,8.53246,Entire home/apt,283,2,11,2024-12-26,3.30,66,0,11,
1245134632424190165,Möbliertes WG Zimmer an der Langstrasse!,504420362,Loris,Kreis 5,Gewerbeschule,47.38155,8.53059,Private room,55,5,1,2024-10-01,0.33,13,207,1,
1245145620263132144,Möbliertes WG Zimmer an der Langstrasse.,504420362,Loris,Kreis 5,Gewerbeschule,47.38173,8.53054,Private room,50,5,1,2024-11-24,0.81,13,305,1,
1245359809513362972,Schöne Stadtwohnung in Zürich,87115189,Paula,Kreis 6,Unterstrass,47.39020952975637,8.54432204749141,Entire home/apt,170,5,0,,,1,344,0,
1245395212602067969,Möblierte Zimmerwohnung in Zürich mit Aussicht,504420362,Loris,Kreis 10,Höngg,47.404581334346574,8.486478438665856,Entire home/apt,150,1,2,2024-11-17,0.83,13,68,2,
1245523061142689274,Modern 2.5-room apartment,6090990,David C.,Kreis 4,Langstrasse,47.3776,8.52657,Entire home/apt,,30,0,,,1,2,0,
1245546391032178934,Apartment für bis zu 4 Personen,541414255,Longstreet,Kreis 4,Langstrasse,47.378531950748076,8.527985275138036,Entire home/apt,120,1,7,2024-12-01,2.88,3,146,7,
1246123644866143652,Central studio in Zurich - PABS 2,1314526,Giancarlo,Kreis 8,Mühlebach,47.35763,8.55496,Entire home/apt,126,2,2,2024-09-26,0.59,66,131,2,
1246145858487826964,Studio in the heart of Zurich - Color 1,1314526,Giancarlo,Kreis 6,Unterstrass,47.3809,8.54483,Entire home/apt,113,2,13,2024-12-10,3.86,66,45,13,
1246159363530959690,Stylish Studio in Zurich - Crown 11,1314526,Giancarlo,Kreis 6,Unterstrass,47.38755,8.5371,Entire home/apt,111,2,2,2024-12-04,0.61,66,45,2,
1246180787928654307,Luxury Room in Stylish 2-Bedroom Apartment,1177539,Barcelos,Kreis 4,Hard,47.38524,8.5089,Private room,200,2,0,,,2,90,0,
1246302673133424386,Central Studio - Crown 28,1314526,Giancarlo,Kreis 6,Unterstrass,47.38894,8.53848,Entire home/apt,104,2,5,2024-11-10,1.58,66,57,5,
1246347375862558397,Peaceful Room in the City Center,385731522,Maxime Jean Nicolas,Kreis 6,Oberstrass,47.379076993513706,8.545973226428032,Private room,94,1,7,2024-12-24,2.26,1,3,7,
1246488763280688304,City center w/ view to Uetliberg,65862579,Graziele,Kreis 2,Wollishofen,47.3376703,8.518964700000001,Entire home/apt,,30,0,,,1,9,0,
1246502931834656000,Cozy and modern apartment,406128379,Daniel,Kreis 8,Mühlebach,47.35828,8.55519,Entire home/apt,299,7,0,,,1,89,0,
1246963188907833446,Zürich City,593268462,Afrim,Kreis 4,Hard,47.37842,8.51507,Private room,120,1,0,,,18,364,0,
1247015024463668497,Comfort Room for Men | Enge | City Centre | Lake,593116841,Michael,Kreis 2,Enge,47.36376,8.53358,Private room,217,61,0,,,1,239,0,
1247044227818702939,Cozy 2 Room- Zürich City Center,652358807,Charles,Kreis 4,Langstrasse,47.37648,8.52976,Entire home/apt,173,1,7,2024-12-13,2.31,1,138,7,
1247096642818583096,Cozy 1 bedroom in the center (D11),23561865,Dimi,Kreis 8,Mühlebach,47.35795,8.55501,Entire home/apt,206,2,3,2024-12-29,0.91,115,0,3,
1247153163470736164,2-room cozy apartment in Zurich,18278196,Daniele,Kreis 3,Sihlfeld,47.3722789,8.5200175,Entire home/apt,87,30,0,,,1,285,0,
1247164529075306007,"2-Z.-Wohnung, Nov-Dec 2024",597807826,Philipp,Kreis 6,Unterstrass,47.39297,8.53918,Entire home/apt,77,61,0,,,1,365,0,
1247206487074296509,Spacious 4.5 apartment near the lake,71532255,Antonio,Kreis 2,Wollishofen,47.34686151356004,8.53142337900087,Entire home/apt,,3,1,2024-10-08,0.36,1,0,1,
1247232675293168794,City Studio B,652415041,Johanna,Kreis 4,Langstrasse,47.38049,8.52695,Entire home/apt,95,1,32,2024-12-25,10.67,1,168,32,
1247348035408237965,Apartment mit 3 Schlaffzimmer,593268462,Afrim,Kreis 4,Hard,47.37808181014585,8.51685198653522,Entire home/apt,320,1,1,2024-09-21,0.30,18,362,1,
1247492979238773313,"Beautiful room, central city by the park, quiet",135958025,Chris,Kreis 8,Mühlebach,47.360315673331726,8.554834162349373,Private room,97,1,10,2024-12-10,3.30,7,361,10,
1247547998894214214,Boho haven 15 minutes from airport and Zurich HB,65183299,Simona,Kreis 11,Seebach,47.420526576154934,8.53724391637821,Entire home/apt,104,7,0,,,2,104,0,
1247750301028287215,2 Room Large Zurich City Center Flat 5F SZA,420370006,Kamila,Kreis 3,Sihlfeld,47.37503498842417,8.514211275743355,Entire home/apt,,1,2,2024-12-12,2,88,62,2,
1247750368585835283,"2 Bedroom,2 Bathroom,2 Balcony,2 Kitchen Flat RIBG",420370006,Kamila,Kreis 6,Oberstrass,47.38541273525477,8.551276417529552,Entire home/apt,243,1,0,,,88,64,0,
1247861644662478834,2-floor apartment downtown,349663,Adrian,Kreis 4,Langstrasse,47.375209563402564,8.524960750728642,Private room,64,30,0,,,1,84,0,
1247923942075037445,Long Stay - 4b flat - Zurich,62954320,Rakhal,Kreis 10,Höngg,47.39864181787756,8.50631133610895,Entire home/apt,276,28,0,,,7,50,0,
1247954570736479793,Modernes wohnen über den Dächern von Zürich,652615717,Alain Marcel,Kreis 9,Altstetten,47.3856024570307,8.496692866151804,Entire home/apt,,30,0,,,1,297,0,
1248361807500148659,"Blueground | Wiedikon, balcony & elev, nr market",434204093,Blueground,Kreis 3,Alt-Wiedikon,47.36029019999999,8.5213082,Entire home/apt,229,30,0,,,165,267,0,
1248362155757368063,"Blueground | Hard, fully furnished & ready",434204093,Blueground,Kreis 4,Hard,47.3775463,8.512596000000002,Entire home/apt,118,30,0,,,165,56,0,
1248796136333008920,Cozy New Close to Airport/Center,381481883,Laura,Kreis 11,Seebach,47.4181016,8.546249099999999,Entire home/apt,129,1,0,,,1,362,0,
1249073234384444591,Long Stay - Elegant 2 room apartment - Zurich,62954320,Rakhal,Kreis 10,Höngg,47.399613044475124,8.506254401381568,Entire home/apt,,28,0,,,7,0,0,
1249241895887879332,Cozy and spacious 3.5 room flat Gib 53 02,123896618,Sharedlock,Kreis 10,Höngg,47.41234322284747,8.479685605393241,Entire home/apt,,28,0,,,20,0,0,
1250496114119447159,Small flat but comfy and cozy.,75153152,Maja,Kreis 11,Oerlikon,47.4136769,8.5441941,Entire home/apt,89,7,0,,,1,179,0,
1250619365942301520,City-Apartment / Stadtzentrum / Kingsize Bed,147478436,Sara,Kreis 1,Hochschulen,47.3786994,8.5438972,Entire home/apt,260,2,5,2024-12-26,4.05,1,318,5,
1250710434543882082,Modern Apartment in Zurich,119886608,Florence,Kreis 4,Langstrasse,47.37489338860559,8.523650626364976,Entire home/apt,120,7,1,2024-12-17,1,1,103,1,
1251314680168544352,"Bright, Spacious Flat (Enge)",91257866,Sandro,Kreis 2,Enge,47.35573541075921,8.528992231089537,Entire home/apt,135,60,0,,,1,365,0,
1251363487059392939,4 1/2-Zimmer Einfamilienhaus,653425192,Samuel,Kreis 6,Unterstrass,47.394378586427166,8.535420478871394,Entire home/apt,,2,4,2024-12-15,2.35,1,0,4,
1251997622358104340,"3,5 Room Penthouse with amazing Rooftop ( WG9)",13570663,Christian Robert,Kreis 2,Enge,47.366711485255955,8.53281320244131,Entire home/apt,207,3,12,2024-12-18,4.62,40,300,12,
1252068315277372261,Zentralgelegene Wohnung nähe ETH,436929923,Stefan,Kreis 11,Affoltern,47.41430266029435,8.511910457854555,Entire home/apt,95,1,2,2024-10-02,0.64,1,361,2,
1252265210542955721,A cosy room at city center,101915507,Yunpeng,Kreis 3,Alt-Wiedikon,47.36875583524676,8.507709152778634,Private room,60,15,0,,,1,365,0,
1252783701148276732,Aparentemente em Affoltern,516350903,Juliana,Kreis 11,Affoltern,47.41560594273005,8.509676903486252,Entire home/apt,86,1,1,2024-12-12,1,1,47,1,
1253348537018819863,Minimalistic studio in the city,28144491,Leonie,Kreis 4,Werd,47.3706796303556,8.527889881025567,Entire home/apt,60,3,0,,,1,15,0,
1253496449598684068,"stunning roof top flat!
alternative superlative",334215636,Marie,Kreis 1,Lindenhof,47.373080982953304,8.539951537642361,Entire home/apt,231,3,0,,,2,329,0,
1253574570717807587,Zurichberg privat flat for 4,424088625,Samuel,Kreis 7,Fluntern,47.37797421862169,8.557997833412468,Entire home/apt,280,3,1,2024-10-07,0.35,4,174,1,
1254042333195583599,"Amassing house, central city",135958025,Chris,Kreis 8,Mühlebach,47.36051347285469,8.554119043919476,Private room,94,1,2,2024-12-11,0.71,7,363,2,
1254160763690195836,Artist Flat in best area of town,83871756,Emilia,Kreis 5,Gewerbeschule,47.38554539792878,8.525528606821268,Entire home/apt,,31,0,,,1,0,0,
1254205943181957275,Charming apartment in the heart of Zurich.,588809956,Roy,Kreis 1,Rathaus,47.37463,8.54514,Entire home/apt,100,3,3,2024-12-04,1.58,1,63,3,
1254424876383550199,Bright and Spacious 60sqm Loft in Zurich,9708502,Anais,Kreis 12,Schwamendingen-Mitte,47.40793826898556,8.567669168103377,Entire home/apt,132,2,1,2024-10-20,0.42,1,9,1,
1254463429323552125,Vintage Flat in heart of Zurich,653089111,Alexia,Kreis 4,Langstrasse,47.376433744289145,8.521885220872022,Entire home/apt,156,1,6,2024-11-01,1.91,1,85,6,
1254470574574653444,Garden Flat in the heart of Enge,46344618,Federica,Kreis 2,Enge,47.355235480790604,8.527084183433105,Entire home/apt,120,7,0,,,1,83,0,
1254957103097300258,"Elegant, Modern Garden Hideaway",13031652,Ada,Kreis 6,Oberstrass,47.38488089801326,8.553157604399003,Entire home/apt,120,7,0,,,1,101,0,
1255220502526027798,Flat with partial lake view,654099671,Paulina,Kreis 2,Wollishofen,47.336528442264935,8.5332307022601,Entire home/apt,160,3,5,2024-11-24,2.38,2,66,5,
1255242307792902012,Flat for Long-Term Stays,654099671,Paulina,Kreis 2,Wollishofen,47.33530166809791,8.534026734962278,Entire home/apt,56,30,0,,,2,88,0,
1255622124399048618,Trottenstrasse Room 1 InterimHomes Zurich,581481684,Guido,Kreis 10,Wipkingen,47.3954341,8.520531,Private room,,30,0,,,25,0,0,
1255720028685507831,Appartement,165591123,Nadia,Kreis 8,Seefeld,47.35876255767656,8.553293364719568,Entire home/apt,140,1,0,,,1,307,0,
1255851698855379062,"Cozy flat near the train station, unique & central",220615864,Zara,Kreis 6,Unterstrass,47.399328234833995,8.542134650051594,Entire home/apt,,2,17,2024-12-13,5.73,1,0,17,
1256419572499818704,Swiss Cozy studio,654579010,Nana,Kreis 4,Hard,47.38111387404926,8.507854435523603,Entire home/apt,,2,14,2024-12-21,4.67,1,1,14,
1257028083109377249,"Central and practical flat in Zürich ""Bad 31""",123896618,Sharedlock,Kreis 4,Hard,47.37727879063833,8.514130690723874,Entire home/apt,,1,0,,,20,0,0,
1257069623653588577,Cosy Zimmer in Kreis 4,15995352,Anabel,Kreis 4,Langstrasse,47.3769849,8.522820800000002,Private room,97,1,4,2024-10-27,1.64,1,57,4,
1257337945388799031,"Huge 2 Room Flat, Center of Zurich with Balcony RE",420370006,Kamila,Kreis 8,Mühlebach,47.36348,8.5508,Entire home/apt,,1,13,2024-12-26,5.42,88,0,13,
1257383991135884334,Altbau Ruhepol mitten im Zentrum,47604850,Laila,Kreis 4,Langstrasse,47.37691645277951,8.522368874194283,Entire home/apt,100,2,0,,,1,363,0,
1258461742012188676,Top Lage mit Top-Aussicht!,74529323,Claudio,Kreis 4,Werd,47.37334,8.53131,Entire home/apt,164,2,11,2024-12-26,4.29,1,0,11,
1258604949751564764,Old town magic (F/W2),13570663,Christian Robert,Kreis 1,Lindenhof,47.37442,8.53891,Entire home/apt,91,3,2,2024-11-23,1.03,40,353,2,
1258869752773080303,Ganze Apartment für Sie,593268462,Afrim,Kreis 4,Hard,47.379791062448625,8.514603008128542,Entire home/apt,310,1,1,2024-10-27,0.46,18,360,1,
1258874699687984085,Zürich City,593268462,Afrim,Kreis 4,Hard,47.377975050261874,8.516621502909098,Private room,100,1,3,2024-10-28,1.25,18,361,3,
1259311783324989881,1BR apartment in Wiedikon-Zurich,654952017,Daniella,Kreis 3,Alt-Wiedikon,47.3669607,8.5226901,Entire home/apt,217,2,4,2024-11-10,1.85,3,363,4,
1259330150914065689,Komfortable Wohnung im lebendigen Zürcher Kreis 3,481508453,Dragesa,Kreis 3,Alt-Wiedikon,47.3681415,8.5219756,Entire home/apt,165,1,5,2024-12-25,1.90,5,197,5,
1259348925963040140,1BR apartment+balcony in Zurich,654952017,Daniella,Kreis 3,Alt-Wiedikon,47.3669607,8.5226901,Entire home/apt,237,2,0,,,3,342,0,
1259378209542142701,"Cozy, fully furnished apartment ""PerTe""",371008290,Sonia,Kreis 2,Enge,47.35870773601863,8.52654915752607,Entire home/apt,81,2,4,2024-12-25,2.73,12,19,4,
1259449962191978284,"Well located, cozy and quiet Apartment",484421863,David,Kreis 6,Unterstrass,47.40146018581813,8.537599549545986,Entire home/apt,141,2,2,2024-10-23,0.83,1,69,2,
1259947262072204753,Ruhige Wgh mit grossem Balkon,22393467,Seraina,Kreis 9,Altstetten,47.388608867815655,8.473828974750662,Entire home/apt,130,5,0,,,1,58,0,
1259961996751697849,Gemütliche 3-Zi-Wohnung im Zentrum,27456592,Bettina,Kreis 6,Unterstrass,47.39328138362696,8.54007205802788,Entire home/apt,,14,0,,,1,0,0,
1260138879343731436,Executive Rooftop Flat in Zurich,88346063,Cristian,Kreis 1,Rathaus,47.3752192,8.5448015,Entire home/apt,293,3,3,2024-12-26,2.14,2,261,3,
1260573942713371325,Zurichberg privat flat for 2,424088625,Samuel,Kreis 7,Fluntern,47.377121890795415,8.557370106883942,Entire home/apt,189,3,1,2024-11-01,0.50,4,174,1,
1260890157033012962,3 Room Huge City Center Flat with Balcony EIS,420370006,Kamila,Kreis 8,Mühlebach,47.36313,8.55215,Entire home/apt,,1,11,2024-12-22,5.16,88,0,11,
1260894059609491682,Central & cozy Zurich apartment,54500380,Nick,Kreis 6,Unterstrass,47.38895,8.53804,Private room,120,2,0,,,1,30,0,
1261416090570165711,Budget Apartment,655721590,Svitlana,Kreis 12,Schwamendingen-Mitte,47.40836909999999,8.5825776,Entire home/apt,115,1,15,2024-12-18,5.56,1,54,15,
1261551398506418440,"5 Room Huge flat, 3 Balconies, with Lake View HWA6",420370006,Kamila,Kreis 2,Wollishofen,47.34902,8.53281,Entire home/apt,244,1,10,2024-12-22,4.62,88,35,10,
1261682812447793984,3 BR Duplex in Wiedikon,654952017,Daniella,Kreis 3,Alt-Wiedikon,47.3669607,8.5226901,Entire home/apt,501,2,2,2024-12-10,2,3,359,2,
1261760958320496256,"Central Room, Balcony and View",399469387,Mira,Kreis 7,Hirslanden,47.3630033,8.568035,Private room,89,1,22,2024-12-27,9.17,1,162,22,
1261922183430757175,Trottenstrasse Room 2 InterimHomes Zurich,581481684,Guido,Kreis 10,Wipkingen,47.3954341,8.520531,Private room,40,30,1,2024-12-14,1,25,34,1,
1261922218593218718,Trottenstrasse Room 3 InterimHomes Zurich,581481684,Guido,Kreis 10,Wipkingen,47.3954341,8.520531,Private room,,30,0,,,25,0,0,
1262131961713846092,Zürich Penthouse Paradise: Stunning City Views!,90437848,Lukas,Kreis 4,Langstrasse,47.378659035843576,8.531269090451907,Entire home/apt,801,2,11,2024-12-06,4.18,9,264,11,
