id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16819240,"Executive 1BR flat, city center (Hammer 2)",23561865,Dimi,Kreis 8,Weinegg,47.3596,8.55853,Entire home/apt,178,2,59,2024-11-02,0.61,115,16,2,
16938543,Loft,113205995,Katja,Kreis 5,Escher Wyss,47.39143,8.51912,Entire home/apt,135,7,21,2023-03-19,0.22,1,11,0,
16940188,Gemütliche Wohnung am Stadtrand,110912825,Meisam,Kreis 2,Leimbach,47.33189,8.51459,Private room,108,2,5,2017-06-29,0.05,1,89,0,
17023300,"Room 6 - Toblerplatz, Zuriberg",40667302,Peter/Engin,Kreis 7,Fluntern,47.37816,8.55882,Private room,,1,10,2019-12-05,0.11,14,0,0,
17083952,"Spacious 4BR/2BA home, 8’ walk to lake&old town",11210478,Patrick,Kreis 2,Enge,47.36657,8.52646,Entire home/apt,433,4,23,2024-10-20,0.33,1,119,7,
17094910,Wohnung mit grossem sonnigen Süd-Balkon/ 5' bis HB,16131162,Thomas,Kreis 9,Altstetten,47.38842,8.48265,Entire home/apt,299,1,0,,,1,363,0,
17138503,Stadt Zürich zentrale Wohnung,19610180,Rossana,Kreis 3,Alt-Wiedikon,47.3618,8.51848,Entire home/apt,88,3,82,2024-10-01,1.12,19,151,16,
17267151,Entire Zurich Villa: Your Private Luxury Escape,113193480,Silverus,Kreis 2,Wollishofen,47.34350113024594,8.531132698080256,Entire home/apt,1371,3,25,2024-11-08,0.28,2,337,6,
17428463,Sunny and newly renovated  flat in Wiedikon,106120375,Laurent,Kreis 3,Alt-Wiedikon,47.36204,8.5157,Entire home/apt,76,7,10,2024-12-23,0.25,1,28,2,
17471935,Downtown Deluxe Studio with Queen Bed (BE-35),25291258,Delta,Kreis 3,Sihlfeld,47.3747,8.51632,Entire home/apt,96,1,38,2024-12-02,0.41,38,219,8,
17486280,"Schöne, helle Wohnung in Gehdistanz zum See",11601175,Sam,Kreis 2,Enge,47.35684,8.52807,Entire home/apt,,7,8,2024-08-28,0.26,1,0,2,
17506390,N4 - Apartment in the Old Town,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,162,1,74,2024-12-17,0.81,98,310,25,
17529228,Private studio in Zurich's trendiest neighborhood,3509527,Norell,Kreis 3,Sihlfeld,47.3734,8.51927,Entire home/apt,104,4,23,2024-12-24,0.24,1,0,13,
17646972,Charming rooftop flat in the city center,3360432,Marco,Kreis 2,Enge,47.36331,8.52589,Entire home/apt,,7,2,2024-11-02,0.02,1,2,1,
17648054,"Central, cozy, renovated, 3.5 rooms, balcony",119947257,Patrick,Kreis 3,Alt-Wiedikon,47.35808,8.51953,Entire home/apt,168,3,32,2024-09-29,0.34,1,24,6,
17705224,Cosy double room at the very heart of Zurich!,4608888,Gloria Lorena,Kreis 5,Gewerbeschule,47.38162,8.5349,Private room,62,1,17,2024-10-26,0.18,1,8,1,
17706352,"Executive 1BR flat, city center (Hammer 3)",23561865,Dimi,Kreis 8,Weinegg,47.3596,8.55853,Entire home/apt,204,2,136,2024-09-18,1.46,115,49,16,
17739331,Living & homeoffice with spectacular views ! (41),13570663,Christian Robert,Kreis 1,Rathaus,47.37208,8.54418,Entire home/apt,147,3,374,2024-12-23,3.97,40,266,52,
17854285,Charming 1BD flat / old town UZ1,23561865,Dimi,Kreis 1,Rathaus,47.3718,8.54541,Entire home/apt,193,2,294,2024-12-29,3.19,115,0,40,
17915734,"Luxurious, cozy & sunny city apartment",122816440,Vanessa,Kreis 3,Alt-Wiedikon,47.36825,8.51757,Entire home/apt,,8,10,2018-07-29,0.11,1,0,0,
17918837,Vintage roof-apartment - 2 bedrooms - A/C,118154826,Peter,Kreis 11,Oerlikon,47.41037,8.53746,Entire home/apt,120,3,176,2024-12-21,1.88,1,79,24,
17954448,2.5 maisonette old town (Nov 2024 - April 2025),9145568,Tamara,Kreis 1,Hochschulen,47.37527,8.54577,Entire home/apt,100,90,0,,,1,358,0,
17960665,Penthouse with rooftop terrace near Central&HB,365856,Alex,Kreis 1,Rathaus,47.37501,8.54415,Entire home/apt,210,2,322,2024-12-15,3.41,2,201,67,
17969667,2.5BR flat close to lake/opera/city center (SF10),23561865,Dimi,Kreis 8,Mühlebach,47.36356,8.54963,Entire home/apt,213,2,261,2024-11-17,2.78,115,24,27,
18084476,Schöne Wohnung in Zürich,14619916,Alicia,Kreis 4,Hard,47.38423,8.50964,Entire home/apt,145,1,1,2024-07-06,0.17,1,211,1,
18085607,1BR flat close to lake/opera/city center (SF11),23561865,Dimi,Kreis 8,Mühlebach,47.36356,8.54963,Entire home/apt,171,2,85,2024-09-27,0.91,115,0,20,
18165560,3 room appartement - Goodkarma Flat :),122212913,Jasmine,Kreis 4,Hard,47.37954,8.51735,Entire home/apt,138,3,7,2021-11-01,0.08,2,88,0,
18178310,Spacious Apartment In Green Area,35415367,Rada,Kreis 3,Sihlfeld,47.37852,8.50683,Entire home/apt,,5,16,2023-07-20,0.18,1,0,0,
18233101,TWO ROOM (1BR) SERVICED APARTMENT IN ZURICH CITY,34541936,Strahinja,Kreis 4,Hard,47.37843,8.5141,Entire home/apt,148,1,402,2024-11-24,4.48,11,48,39,
18355296,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41888,8.5081,Entire home/apt,95,7,14,2019-11-16,0.15,47,87,0,
18456292,Studio at famous Storchengasse (Stork 45),1314526,Giancarlo,Kreis 1,Lindenhof,47.37013,8.54174,Entire home/apt,135,2,25,2024-12-24,0.27,66,27,24,
18780797,"Double Room, private Bath, Hostel Zurich",130699837,Youth Hostel Zürich,Kreis 2,Wollishofen,47.34802,8.5278,Shared room,140,1,1,2018-07-30,0.01,1,328,0,
18845736,"Moderne 2,5 Zi.-Wohnung Zürich-City",22529176,Monika,Kreis 2,Enge,47.35954,8.52769,Entire home/apt,,182,2,2017-07-22,0.02,1,0,0,
18966169,Airy and sunny room,4816094,Tina&Sasha,Kreis 10,Höngg,47.40861,8.49208,Private room,,3,9,2017-09-14,0.10,2,0,0,
18993086,Amazing Penthouse - Flower 51,1314526,Giancarlo,Kreis 8,Seefeld,47.36229,8.54974,Entire home/apt,210,2,2,2024-10-28,0.02,66,0,1,
19040977,Stunning central zürich apartment,3515231,Stéphane,Kreis 6,Unterstrass,47.37989,8.54331,Entire home/apt,,5,10,2023-10-29,0.11,1,0,0,
19061852,Nice 1BR flat in the city center (Crown 3),1314526,Giancarlo,Kreis 6,Unterstrass,47.38865,8.53772,Entire home/apt,123,2,13,2024-10-23,1.94,66,23,13,
19064159,Loft in the historical center (Symbol 4),1314526,Giancarlo,Kreis 1,Rathaus,47.3701,8.54436,Entire home/apt,173,2,15,2024-11-29,2.54,66,24,15,
19064424,Cozy 1BR near lake with balcony (Mill 4.22),1314526,Giancarlo,Kreis 8,Mühlebach,47.36273,8.55058,Entire home/apt,209,2,6,2024-07-22,0.96,66,32,6,
19081523,"Beautiful 3.5rm apartment (central, near Idaplatz)",5976839,Lorenzo,Kreis 3,Sihlfeld,47.37713,8.50983,Entire home/apt,280,9,3,2018-07-21,0.03,1,87,0,
19133540,⭐️⭐️⭐️ Comfortable Apartment in the Center of Zurich,32320648,Marco,Kreis 4,Hard,47.38491,8.5092,Entire home/apt,75,1,277,2024-12-14,3.09,1,214,69,
19185438,In Wipkingen eine möbilierte 3 Zimmer wohnung,34797243,Walter,Kreis 10,Wipkingen,47.39307,8.51998,Entire home/apt,,20,8,2023-07-25,0.09,1,0,0,
19205207,Exclusive 160m2 lake front penthouse,3698452,Jan,Kreis 8,Seefeld,47.36372,8.54594,Entire home/apt,,3,1,2017-07-05,0.01,1,0,0,
19220952,2 Bedroom Apartment with Balcony,90399530,Daniella,Kreis 3,Alt-Wiedikon,47.36031,8.51762,Entire home/apt,218,2,76,2024-10-12,0.83,11,359,16,
19283462,"Styled, cozy, surrounded by nature",1738612,Marianne,Kreis 7,Witikon,47.36027,8.57639,Private room,,3,12,2021-08-28,0.13,1,0,0,
19310604,Room in vintage apt in the heart of Zürich,28743148,Lizzie,Kreis 1,Lindenhof,47.37134,8.53983,Private room,,20,91,2019-08-29,1.01,1,0,0,
19359438,"Schöne, grosse Wohnung",135679340,Kim,Kreis 2,Wollishofen,47.33229,8.52819,Entire home/apt,155,6,17,2023-08-11,0.19,1,9,0,
19449226,Modern 1 Bedroom Apartment with Roof Top Terrace,58818657,Book A Home AG,Kreis 11,Seebach,47.41504,8.5444,Entire home/apt,,14,0,,,47,0,0,
19596005,Central n quiet entire flat + free parking space.,90995955,Ferya,Kreis 8,Weinegg,47.35462,8.57614,Entire home/apt,,2,174,2021-09-28,1.91,1,0,0,
19618198,Big Room Near City Center,18327045,Michal,Kreis 3,Sihlfeld,47.37319,8.51769,Private room,,5,2,2017-11-11,0.02,3,0,0,
19668762,Spacious 1BDR near Lake and Opera - Mill 3.11,1314526,Giancarlo,Kreis 8,Mühlebach,47.36384,8.55058,Entire home/apt,175,2,2,2024-11-21,0.02,66,0,1,
19678667,2 Bedroom Apartment with Garden View,90399530,Daniella,Kreis 3,Alt-Wiedikon,47.35996,8.51864,Entire home/apt,295,2,49,2024-07-13,0.55,11,278,6,
19715409,Roof Loft Villa Enge,93598404,Christian,Kreis 2,Enge,47.361,8.52976,Entire home/apt,90,30,5,2018-12-20,0.06,1,75,0,
19743179,"9 Min. von City/HB, kl. Zimmer in romant. Haus.",122070790,Sandra,Kreis 9,Albisrieden,47.36502,8.49349,Private room,39,3,260,2024-12-04,2.90,2,260,40,
19755371,Perfekt Home at the city center,139383423,Marina,Kreis 3,Sihlfeld,47.37099,8.51514,Entire home/apt,157,1,299,2024-12-20,3.29,1,99,74,
19776405,Nice 1 BR flat city center / near lake (D7),23561865,Dimi,Kreis 8,Seefeld,47.35721,8.5547,Entire home/apt,221,2,165,2024-12-19,1.82,115,61,33,
19904561,Artist flat in trendy Wiedikon,10017243,Andrea,Kreis 3,Sihlfeld,47.37499,8.51567,Private room,89,3,83,2024-12-01,1.04,1,303,17,
19929239,"very centrally located, very quiet and  green",36603309,Carmen Und Rudi,Kreis 6,Oberstrass,47.38632,8.54832,Entire home/apt,100,4,27,2024-09-30,0.41,1,360,1,
20020539,Old city - Bahnhofstrasse and Main Station in 300m,2668176,Dmitrij,Kreis 1,Rathaus,47.37359,8.54603,Entire home/apt,,2,110,2023-12-06,1.22,1,0,0,
20025745,Charming Apartment in the heart of ZH-Oerlikon,58818657,Book A Home AG,Kreis 11,Seebach,47.41504,8.5444,Entire home/apt,,7,1,2024-07-14,0.18,47,0,1,
20079919,Limmatquai River View Apartment With Jacuzzi,475053,James,Kreis 1,Rathaus,47.37338,8.54301,Entire home/apt,880,1,38,2023-07-27,0.42,14,348,0,
20098001,Designer room in the core of Zurich Center,2614674,Etienne,Kreis 2,Enge,47.36398,8.52595,Private room,,1,2,2020-01-01,0.02,1,0,0,
20182402,Cosy 2 room apt right at Zurich main station,21628199,Andreas,Kreis 5,Gewerbeschule,47.38016,8.53652,Entire home/apt,,7,22,2024-10-12,0.25,1,0,5,
20216905,Bijou in pedestrian area and old town of Zurich,101365596,Fabienne,Kreis 1,Rathaus,47.37422,8.54476,Entire home/apt,128,28,13,2022-10-31,0.15,3,306,0,
20246499,Spacious and comfy Room in Wipkingen,17880389,Vanessa,Kreis 10,Wipkingen,47.39434,8.52665,Private room,,1,311,2019-11-03,3.46,1,0,0,
20289134,Moderne & zentrale Wohnung in Zürich,85612080,Jules,Kreis 5,Escher Wyss,47.39027,8.50993,Entire home/apt,160,4,42,2024-12-18,0.47,1,90,10,
20349682,"1 Bedroom Serviced Apartment, Seefeld",24506494,EMA House,Kreis 8,Seefeld,47.36111,8.55034,Entire home/apt,275,2,4,2024-08-14,0.08,20,317,1,
20397857,Urban 2.5 rooms Bachelor pad with big balcony,77707366,Patrick,Kreis 9,Altstetten,47.38273,8.49469,Entire home/apt,,3,106,2024-10-31,1.22,1,0,43,
20429590,Penthouse Mainau,96690844,Bernhard,Kreis 8,Seefeld,47.35975,8.54879,Entire home/apt,700,3,30,2024-08-24,0.34,1,240,10,
20438205,Bright Maisonette Loft in Kreis 3 Zürich,13713679,Regina,Kreis 3,Sihlfeld,47.37923,8.5064,Entire home/apt,140,2,4,2024-06-23,0.21,1,173,1,
20621446,"Zürich - Modern, Comfortable, Designer & Central",26784112,Zurich,Kreis 11,Seebach,47.41562,8.54671,Entire home/apt,81,5,121,2024-12-13,1.42,1,138,22,
20636301,Spacious apartment just behind the railway station,66592862,Martin,Kreis 5,Gewerbeschule,47.38136,8.53346,Entire home/apt,,3,190,2024-12-12,2.15,2,194,32,
20676422,"TOP City Wohnung

bis 180 Tage",147944640,Paul,Kreis 4,Langstrasse,47.37769317626953,8.521636009216309,Entire home/apt,64,50,5,2024-04-25,0.08,1,0,2,
20779394,Zurich Wiedikon lovely & cosy apartment -Rooftop-,1224221,Janet,Kreis 3,Alt-Wiedikon,47.3655,8.52029,Private room,,3,61,2019-11-14,0.69,1,0,0,
20779854,"Enjoy Zurich:super central, Bellevue and Zurilake",38078303,Rozalina,Kreis 8,Mühlebach,47.35579,8.55794,Entire home/apt,170,7,6,2023-10-30,0.07,1,26,0,
20795036,RELOC Cosy 1-room-apartment,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.4156,8.5451,Entire home/apt,130,7,7,2023-10-07,0.08,12,363,0,
20829919,In the heart of Zurich,149424509,Daniela,Kreis 4,Werd,47.37054,8.52501,Entire home/apt,,4,38,2021-08-02,0.43,1,0,0,
20830377,Single family 4 bedroom house with lakeview,53324682,Karen,Kreis 2,Wollishofen,47.33865,8.53453,Entire home/apt,,3,7,2018-08-22,0.08,1,0,0,
20973895,Appartement with a view of the lake in town,150911932,Jana,Kreis 2,Wollishofen,47.33703,8.53739,Entire home/apt,99,5,39,2024-08-11,0.44,1,64,1,
20977621,1 Zimmer,150950946,Rodriguez,Kreis 10,Höngg,47.40515,8.50098,Private room,40,2,43,2024-11-22,1.85,3,19,10,
20992774,Forrest side Apartment,151111609,Ruth,Kreis 10,Wipkingen,47.39507,8.52426,Entire home/apt,,50,2,2019-02-23,0.02,1,0,0,
21109761,"Lovely apartment close to city Center, ETH & Uni",35801482,Sebastian,Kreis 7,Fluntern,47.37947,8.55399,Entire home/apt,96,2,330,2024-12-22,3.78,1,93,74,
21170147,Charming and cozy apartment in Zurich Wipkingen,2582493,Maike Stern,Kreis 10,Wipkingen,47.39264,8.53402,Entire home/apt,,6,5,2023-12-31,0.06,1,0,1,
21235902,"Sunny, furbished business appartment",6556129,Martin,Kreis 3,Sihlfeld,47.37072,8.51771,Entire home/apt,,45,0,,,1,0,0,
21270657,Boutique designer apartment in the centre of town,153115058,Thomas,Kreis 4,Werd,47.37339,8.52476,Entire home/apt,210,3,142,2024-12-29,1.80,1,0,24,
21294062,Stadt Zürich-gemütliches Studio 4207,19610180,Rossana,Kreis 4,Hard,47.3803,8.50703,Entire home/apt,89,1,265,2024-12-08,3.02,19,149,27,
21381593,"Bright, spacious room with large loggia",29950378,Maximilian,Kreis 9,Albisrieden,47.37183,8.4958,Private room,,4,31,2020-01-02,0.35,1,0,0,
21419036,RELOC Centrally located Design Studio,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41555,8.54505,Entire home/apt,150,7,2,2023-09-15,0.03,12,90,0,
21432677,Acasa Suites,155363148,Acasa Suites,Kreis 11,Seebach,47.414337158203125,8.542807579040527,Hotel room,194,5,12,2024-01-22,0.15,1,365,1,
21466718,Bright 1 BR flat (Parkview 1),23561865,Dimi,Kreis 7,Hottingen,47.36626,8.55394,Entire home/apt,150,2,105,2024-09-27,1.21,115,31,16,
21468955,"STADTHAUS exklusiv & gemütlich, 5 Zimmer, 2 Gärten",3092677,Diego,Kreis 9,Altstetten,47.38403,8.49748,Entire home/apt,,4,6,2024-08-03,0.07,2,0,1,
21497605,GDN Apartment 4,3072679,Felix,Kreis 10,Wipkingen,47.39376,8.53007,Entire home/apt,165,30,6,2020-04-05,0.07,5,152,0,
21508610,Eclectic Garden Apartment in a Quiet Residential Area,104788688,Beat,Kreis 10,Höngg,47.40448,8.48579,Entire home/apt,195,2,178,2024-12-27,2.04,2,323,28,
21542690,"Very beautiful, large apartment, free parking",40915235,Kathrin,Kreis 7,Witikon,47.35633,8.6062,Entire home/apt,150,3,157,2024-12-27,1.84,1,133,28,
21589639,Amazing 2BR near Lake - Flower 33,1314526,Giancarlo,Kreis 8,Mühlebach,47.36143,8.55135,Entire home/apt,250,2,1,2024-12-13,1,66,26,1,
21590306,Fantastic 3BR near Lake - Pabs 4,1314526,Giancarlo,Kreis 8,Mühlebach,47.36082,8.55276,Entire home/apt,241,2,2,2024-12-03,1.54,66,0,2,
21733471,"Central, cozy 2-room apartment in hip district",158275472,Magdalena,Kreis 4,Langstrasse,47.37531,8.52332,Entire home/apt,,3,25,2020-10-16,0.29,1,0,0,
21760290,Amazing Central Studio - Crown 32,1314526,Giancarlo,Kreis 6,Unterstrass,47.38807,8.53739,Entire home/apt,99,2,1,2024-12-16,1,66,18,1,
21760542,Spacious studio with balcony (Vineyard 71),1314526,Giancarlo,Kreis 6,Unterstrass,47.38035,8.54372,Entire home/apt,159,2,9,2024-12-11,1.36,66,57,9,
21764617,"Perfect location near the airport,transport outdor",68462821,Vincenzo,Kreis 11,Oerlikon,47.40726,8.55132,Private room,188,20,100,2020-10-31,1.16,1,365,0,
21823543,3 Room (2BR) Serviced Apartment Zurich city,34541936,Strahinja,Kreis 4,Hard,47.37853,8.51395,Entire home/apt,189,1,390,2024-12-28,4.53,11,42,61,
21890929,Executive 1BD flat / city center (Hösch 4),23561865,Dimi,Kreis 8,Seefeld,47.35733,8.55358,Entire home/apt,178,2,108,2024-12-24,1.27,115,23,19,
21931545,Gemütliche Wohnung mit tollen Ausblick,109770104,Linda,Kreis 11,Affoltern,47.42293,8.51255,Private room,,35,0,,,1,0,0,
22023471,Best area at the lake,13570663,Christian Robert,Kreis 8,Mühlebach,47.34968393495061,8.56254923143869,Entire home/apt,96,3,80,2024-11-22,0.93,40,355,9,
22137695,2 room (1BR) Apartment Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37843,8.5141,Entire home/apt,157,1,496,2024-12-26,5.77,11,40,60,
22245449,Spacious room in Zurich,160271099,V,Kreis 6,Unterstrass,47.3947,8.54022,Private room,,1,0,,,1,0,0,
22261444,"Relax and enjoy ""Little big city Zürich"".",8061776,Salvia,Kreis 2,Wollishofen,47.33019,8.53608,Private room,,2,4,2023-07-24,0.05,3,0,0,
22280702,cozy apartment near lake & only 30 min to center,162818374,Nonen,Kreis 2,Wollishofen,47.33281,8.53552,Private room,,1,0,,,1,0,0,
22323761,"Downtown Duplex Apartment (140m2), incl. Parking",1788253,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,Entire home/apt,368,1,345,2024-12-15,4.05,4,233,24,
22364826,Your own apartment in Zurich center,3387193,Dorothea,Kreis 6,Oberstrass,47.37793,8.54704,Entire home/apt,91,2,400,2024-12-23,4.69,2,66,57,
22394369,Studio at the historical old Town near Station,13570663,Christian Robert,Kreis 1,Rathaus,47.37329,8.5446,Entire home/apt,84,3,87,2024-12-08,1.02,40,300,16,
22445392,1BR near lake (Joy),1314526,Giancarlo,Kreis 8,Seefeld,47.3558,8.55615,Entire home/apt,184,2,3,2024-08-19,0.04,66,2,2,
22445642,1BR flat near lake and city center (Mainau 18.3),1314526,Giancarlo,Kreis 8,Seefeld,47.36067,8.54867,Entire home/apt,137,12,1,2024-12-16,1,66,0,1,
22566124,Schöne Dachwohnung in der Stadt Zürich,165835749,Larissa,Kreis 3,Sihlfeld,47.37134,8.52032,Private room,,365,10,2018-04-02,0.12,1,88,0,
22603157,Luxury Downtown Penthouse Duplex Apartment,1788253,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,Entire home/apt,1050,1,49,2024-11-25,0.60,4,295,9,
22607990,Studio Apartment in the City Center (14),58818657,Book A Home AG,Kreis 6,Unterstrass,47.38862228393555,8.54399299621582,Entire home/apt,107,7,5,2024-08-18,0.07,47,87,2,
22608055,Studio Apartment in the City Center (16),58818657,Book A Home AG,Kreis 6,Unterstrass,47.38862228393555,8.54399299621582,Entire home/apt,107,7,0,,,47,87,0,
22608164,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22608276,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22608468,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,0,,,47,87,0,
22608555,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,6,2024-07-16,0.20,47,87,1,
22608635,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,0,,,47,87,0,
22608669,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,1,2020-01-16,0.02,47,87,0,
22608722,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.422874450683594,8.514734268188477,Entire home/apt,95,7,0,,,47,87,0,
22609744,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22609774,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,0,,,47,87,0,
22609828,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,1,2019-08-11,0.02,47,87,0,
22609860,Easy Studio Apartment (17),58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,1,2018-10-15,0.01,47,87,0,
22609894,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,5,2019-09-17,0.07,47,87,0,
22609939,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,0,,,47,87,0,
22609983,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22610019,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22611779,Easy Two Bedroom Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.422874450683594,8.514734268188477,Entire home/apt,160,7,4,2024-07-15,0.27,47,82,3,
22612724,Budget 2 Bedroom Apartment in central location,58818657,Book A Home AG,Kreis 11,Seebach,47.4202,8.54892,Entire home/apt,,7,2,2024-07-11,0.03,47,0,1,
22612904,Budget 1 Bedroom Apartment in central location,58818657,Book A Home AG,Kreis 11,Seebach,47.4202,8.54892,Entire home/apt,124,7,1,2024-05-06,0.13,47,87,1,
22613030,Budget 1 Bedroom Apartment in central location,58818657,Book A Home AG,Kreis 11,Seebach,47.4202,8.549,Entire home/apt,124,7,0,,,47,87,0,
22694368,Penthouse White Riviera House,1509492,Villa,Kreis 2,Wollishofen,47.33783,8.5393,Entire home/apt,1250,2,3,2024-09-28,0.50,3,362,3,
22756581,"Zurich - spacious, elegant & bright 3-Br/3-ba Apt.",2616961,Stefan,Kreis 7,Hottingen,47.36785,8.55794,Entire home/apt,625,14,2,2023-05-17,0.03,1,161,0,
22778929,Steps away from,121653596,Cassandra,Kreis 2,Wollishofen,47.33741,8.53863,Private room,,1,0,,,1,0,0,
22805760,The Coolidge Studio,13770499,Martin,Kreis 7,Fluntern,47.37835,8.55913,Entire home/apt,230,2,57,2019-09-27,0.68,7,31,0,
22873221,Freundliches Zimmer,169241580,Lisa,Kreis 7,Fluntern,47.38266,8.56131,Private room,79,4,21,2022-07-19,0.25,1,363,0,
22883252,Bright Room in Zurich City,16932717,Nathalie,Kreis 3,Sihlfeld,47.37759,8.50094,Private room,,4,18,2024-12-20,0.21,1,0,4,
22951344,RELOC Modern studio in Zurich Oerlikon,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.4166,8.5462,Entire home/apt,130,7,2,2023-05-19,0.05,12,178,0,
23035346,New ! Luxury studio with spectacular views !,13570663,Christian Robert,Kreis 1,Rathaus,47.37186,8.54224,Entire home/apt,118,3,109,2024-09-30,1.30,40,357,7,
23047265,Stadt Zürich-Studio nähe Albisriederplatz 4206,19610180,Rossana,Kreis 4,Hard,47.38109,8.5059,Entire home/apt,85,1,154,2024-12-15,1.84,19,340,34,
23099204,Zimmer in supermodernem Appartment mit Tiefgarage.,74438474,Dana,Kreis 7,Witikon,47.3581,8.57802,Private room,90,1,55,2024-12-13,0.66,1,30,14,
23322898,Le Bijou Lintheschergasse / Zurich HB 1st floor,475053,James,Kreis 1,City,47.37682,8.53883,Entire home/apt,461,1,93,2024-12-22,1.32,14,340,26,
23323768,Le Bijou Lintheschergasse / Zurich HB 3rd floor,475053,James,Kreis 1,City,47.37784,8.53784,Entire home/apt,549,1,45,2024-12-27,0.62,14,357,16,
23324274,Le Bijou Lintheschergasse / Zurich HB 2nd floor,475053,James,Kreis 1,City,47.37761,8.53823,Entire home/apt,493,1,52,2024-12-26,0.72,14,349,18,
23325594,Le Bijou Lintheschergasse / Zurich HB 4th floor,475053,James,Kreis 1,City,47.37727,8.53973,Entire home/apt,519,1,74,2024-11-26,1.01,14,348,16,
23356348,Penthouse Apartment with Balcony View of the Alps,138103745,Marco,Kreis 11,Seebach,47.41582,8.56159,Private room,80,2,5,2024-10-23,0.06,1,364,1,
23383352,Bright room in shared apartment,93596501,Alina,Kreis 7,Fluntern,47.37826,8.55793,Private room,105,2,14,2024-10-06,0.87,1,40,10,
23422713,Room Manesse 3,174690521,Michael,Kreis 3,Alt-Wiedikon,47.36691,8.52116,Private room,50,1,353,2024-12-27,4.24,3,332,87,
23424207,Room Manesse 1,174690521,Michael,Kreis 3,Alt-Wiedikon,47.36643,8.51944,Private room,61,1,275,2024-12-26,3.31,3,356,80,
23445727,Big Attic Apartment Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37843,8.5141,Entire home/apt,275,1,456,2024-12-15,5.49,11,40,54,
23477793,Stylish apartment in trendy Kreis 5,22424188,Natalia,Kreis 5,Gewerbeschule,47.38389,8.52853,Entire home/apt,,4,8,2023-04-15,0.10,1,0,0,
23481167,Super central city appartment at lake Zurich,106365900,Christian,Kreis 2,Enge,47.36617,8.53691,Entire home/apt,,2,87,2024-12-09,1.06,1,0,3,
23492726,Cozy 2 room (1BR) Apartment in Zurich City,34541936,Strahinja,Kreis 4,Hard,47.379,8.51521,Entire home/apt,161,1,421,2024-12-11,5.07,11,48,72,
23532672,THE FLAG Zurich - Business Apartment in Altstetten,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.38737,8.49405,Hotel room,175,1,256,2024-10-19,3.43,8,182,19,
23621941,Hotel Opera Zürich,180734864,Monika,Kreis 8,Mühlebach,47.36525,8.54841,Private room,700,60,5,2019-06-09,0.06,1,365,0,
23666044,Apartment for rent 4 km from the main station,41145466,Rodrigo,Kreis 9,Albisrieden,47.37766,8.48344,Entire home/apt,120,4,1,2024-07-18,0.18,1,87,1,
23738232,Sunny and bright flat middle of Zürich,8635618,Ana Marija,Kreis 4,Werd,47.37072,8.52746,Entire home/apt,142,2,10,2024-09-13,0.12,1,240,2,
