id;last_scraped;name;host_id;host_url;host_name;host_since;host_location;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;latitude;longitude;property_type;room_type;accommodates;bathrooms;bathrooms_text;bedrooms;beds;amenities;price;minimum_nights;maximum_nights;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;license;instant_bookable;calculated_host_listings_count;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms;reviews_per_month
1126401;30.12.2024;Family apartment in Zürich Kreis 5;5924039;https://www.airbnb.com/users/show/5924039;Michael;14.04.2013;Zurich, Switzerland;N/A;N/A;N/A;f;1;1;['email', 'phone'];t;t;Zurich, Canton of Zurich, Switzerland;Gewerbeschule;Kreis 5;47.39;8.53;Entire rental unit;Entire home/apt;4;1.5;1.5 baths;4;4;"[""Wifi"", ""Hot water"", ""Elevator"", ""Washer"", ""Dryer"", ""Host greets you"", ""Heating"", ""Kitchen"", ""Patio or balcony"", ""Backyard"", ""TV with standard cable""]";$350.00;7;1125;7;7;1125;1125;7;1125;;t;0;0;0;198;30.12.2024;4;0;0;15.07.2015;27.04.2019;5;4.75;5;5;5;5;4.75;;f;1;1;0;0;0.03
1478873;30.12.2024;Room in Duplex Apartment;7698073;https://www.airbnb.com/users/show/7698073;Christos;24.07.2013;Beirut, Lebanon;within an hour;100%;74%;t;4;6;['email', 'phone'];t;t;Zurich, ZH, Switzerland;Enge;Kreis 2;47.36;8.53;Private room in castle;Private room;2;;2 shared baths;;;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hair dryer"", ""Patio or balcony"", ""Beach access \u2013 Beachfront"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Oven"", ""Waterfront"", ""Paid parking on premises"", ""Indoor fireplace"", ""Elevator"", ""Washer"", ""Shampoo"", ""Long term stays allowed"", ""Lake access"", ""Free parking on premises"", ""Hot water"", ""Heating"", ""Cooking basics"", ""Lock on bedroom door""]";;1;1125;1;1;1125;1125;1;1125;;t;0;0;0;0;30.12.2024;74;0;0;12.08.2013;24.12.2019;4.73;4.81;4.6;4.81;4.82;4.92;4.68;;f;4;2;2;0;0.53
1528138;30.12.2024;Modern Appartement with own Garden;8152499;https://www.airbnb.com/users/show/8152499;Fredy;14.08.2013;Zurich, Switzerland;N/A;N/A;0%;f;1;1;['email', 'phone'];t;t;;Unterstrass;Kreis 6;47.39;8.53;Entire rental unit;Entire home/apt;3;1;1 bath;1;4;"[""Wifi"", ""Dishes and silverware"", ""Coffee maker"", ""Heating"", ""Kitchen"", ""TV with standard cable""]";$120.00;3;14;3;3;14;14;3;14;;t;0;0;0;1;30.12.2024;75;0;0;31.08.2013;01.08.2021;4.99;4.93;4.91;4.93;4.96;4.87;4.8;;f;1;1;0;0;0.54
1566319;30.12.2024;Big terrace apartment close to Tiefenbrunen;7090119;https://www.airbnb.com/users/show/7090119;Raichvarg;24.06.2013;Paris, France;N/A;N/A;N/A;f;1;2;['email', 'phone'];t;t;;Weinegg;Kreis 8;47.35;8.57;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Paid dryer \u2013 In building"", ""Stove"", ""Backyard"", ""Drying rack for clothing"", ""Outdoor furniture"", ""Kitchen"", ""Cleaning products"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""Conditioner"", ""Books and reading material"", ""Clothing storage"", ""Dedicated workspace"", ""Hammock"", ""Shower gel"", ""Blender"", ""Exercise equipment"", ""Shampoo"", ""Ethernet connection"", ""Hot water"", ""Coffee maker: drip coffee maker, Nespresso"", ""Ping pong table"", ""Toaster"", ""Bikes"", ""Freezer"", ""Paid washer \u2013 In building"", ""Central heating"", ""Coffee"", ""Pets allowed"", ""Cooking basics"", ""Portable heater"", ""Bluetooth sound system"", ""TV""]";$300.00;5;1125;5;5;1125;1125;5;1125;;t;23;53;83;173;30.12.2024;2;0;0;17.04.2022;04.08.2022;4.5;4;4;5;4.5;3.5;3.5;;f;1;1;0;0;0.06
1599790;30.12.2024;room in a penthouse in Zurich;8527761;https://www.airbnb.com/users/show/8527761;Ben;30.08.2013;Zurich, Switzerland;N/A;N/A;0%;f;1;1;['email', 'phone'];t;t;;Oerlikon;Kreis 11;47.41;8.55;Private room in rental unit;Private room;2;1;1 bath;1;1;"[""Wifi"", ""Elevator"", ""Washer"", ""Dryer"", ""Dedicated workspace"", ""Heating"", ""Kitchen"", ""Patio or balcony""]";$158.00;1;1125;1;1;1125;1125;1;1125;;t;30;60;90;365;30.12.2024;6;0;0;30.08.2014;04.07.2019;5;5;5;5;5;4.83;4.67;;f;1;0;1;0;0.05
1637876;30.12.2024;Spacious room near center and university;1275222;https://www.airbnb.com/users/show/1275222;Yvonne;11.10.2011;Zurich, Switzerland;within an hour;100%;99%;t;2;2;['email', 'phone'];t;t;Zurich, Canton of Zurich, Switzerland;Fluntern;Kreis 7;47.38;8.55;Private room in rental unit;Private room;2;1;1 shared bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Oven"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Shampoo"", ""Hot water"", ""Host greets you"", ""Heating"", ""Cooking basics"", ""Lock on bedroom door""]";$82.00;2;1125;2;2;1125;1125;2;1125;;t;1;6;12;112;30.12.2024;559;38;0;22.09.2013;18.10.2024;4.96;4.96;4.98;4.98;4.98;4.88;4.9;;t;1;0;1;0;4.07
1638930;30.12.2024;Private room in center of Zurich;8699600;https://www.airbnb.com/users/show/8699600;Ivo;08.09.2013;Switzerland;within a few hours;100%;100%;f;2;2;['email', 'phone'];t;t;Zurich, Zürich, Switzerland;Gewerbeschule;Kreis 5;47.38;8.53;Private room in condo;Private room;1;1;1 private bath;1;1;"[""Fast wifi \u2013 84 Mbps"", ""Safe"", ""Hair dryer"", ""Essentials"", ""Paid dryer \u2013 In building"", ""Outdoor dining area"", ""Outdoor furniture"", ""Hangers"", ""Bed linens"", ""Body soap"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Paid parking lot on premises \u2013 1 space"", ""Hot water"", ""Room-darkening shades"", ""Host greets you"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""First aid kit"", ""Paid washer \u2013 In building"", ""Central heating"", ""HDTV with Netflix, standard cable"", ""Portable fans"", ""Shared backyard \u2013 Fully fenced"", ""Lock on bedroom door""]";$100.00;1;10;1;1;10;10;1;10;;t;0;0;0;8;30.12.2024;295;1;0;14.09.2013;06.01.2024;4.92;4.96;4.91;4.95;4.97;4.89;4.77;;f;1;0;1;0;2.14
1834747;30.12.2024;Bedroom with double bed in a shared central apt;3387271;https://www.airbnb.com/users/show/3387271;Rakesh;27.08.2012;Zurich, Switzerland;within a few hours;100%;100%;t;2;2;['email', 'phone'];t;t;Zurich, Canton of Zurich, Switzerland;Lindenhof;Kreis 1;47.37;8.54;Private room in rental unit;Private room;2;;1.5 shared baths;;;"[""Wifi"", ""Courtyard view"", ""Dishes and silverware"", ""Clothing storage: closet and wardrobe"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Drying rack for clothing"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""TV with standard cable"", ""Oven"", ""Elevator"", ""Dedicated workspace"", ""Long term stays allowed"", ""Shared patio or balcony"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Paid washer \u2013 In unit"", ""Paid parking garage off premises"", ""Toaster"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Lock on bedroom door""]";;2;1125;2;2;1125;1125;2;1125;;t;0;0;0;0;30.12.2024;47;8;0;02.03.2014;13.10.2024;4.85;4.96;4.85;4.98;4.98;4.98;4.85;;f;2;1;1;0;0.36
1859135;30.12.2024;Wohnung in bester Lage Zürich;9700015;https://www.airbnb.com/users/show/9700015;Esther;29.10.2013;Zurich, Switzerland;N/A;N/A;N/A;f;1;1;['email', 'phone'];t;t;;Fluntern;Kreis 7;47.38;8.56;Entire rental unit;Entire home/apt;2;;1 bath;1;;"[""Wifi"", ""Washer"", ""Heating"", ""Kitchen"", ""TV with standard cable""]";;20;20;20;20;20;20;20;20;;t;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
1876794;30.12.2024;Modern sunny Appartment;1599948;https://www.airbnb.com/users/show/1599948;Bernd;12.01.2012;Zurich, Switzerland;within a few hours;100%;33%;f;2;8;['email', 'phone'];t;t;Zurich, Switzerland;Hottingen;Kreis 7;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;2;1;"[""Wifi"", ""Hot water"", ""Dryer"", ""Washer"", ""Dedicated workspace"", ""Heating"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Refrigerator"", ""Self check-in"", ""TV with standard cable"", ""Cooking basics"", ""Iron""]";$125.00;1;1125;1;1;1125;1125;1;1125;;t;20;50;80;170;30.12.2024;12;0;0;18.08.2014;16.07.2023;4.42;4.33;4.33;4.67;4.83;4.5;3.92;;f;2;2;0;0;0.1
1880893;30.12.2024;Sunny modern penthouse close to Bellevue/Lake;1599948;https://www.airbnb.com/users/show/1599948;Bernd;12.01.2012;Zurich, Switzerland;within a few hours;100%;33%;f;2;8;['email', 'phone'];t;t;;Hochschulen;Kreis 1;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Hot water"", ""Dedicated workspace"", ""Heating"", ""Kitchen"", ""Lockbox"", ""Bathtub"", ""Hair dryer"", ""Dishwasher"", ""Self check-in"", ""Stove"", ""TV with standard cable"", ""Cooking basics"", ""Iron""]";$110.00;1;600;1;1;600;600;1;600;;t;19;49;79;169;30.12.2024;19;0;0;10.08.2014;27.05.2023;4.47;4.63;4.68;4.95;4.84;4.74;4.47;;f;2;2;0;0;0.15
1888122;30.12.2024;Cozy Studio Zürich-City! Ideal for business trips;9758486;https://www.airbnb.com/users/show/9758486;Sandy;01.11.2013;Zurich, Switzerland;within a few hours;100%;53%;f;1;1;['email', 'phone'];t;t;Zürich, Switzerland;Mühlebach;Kreis 8;47.37;8.55;Entire rental unit;Entire home/apt;1;;1 bath;;;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Dryer"", ""Hot water kettle"", ""Bathtub"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Private entrance"", ""Trash compactor"", ""Cleaning products"", ""Kitchenette"", ""Bed linens"", ""Body soap"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Hot water"", ""Host greets you"", ""Heating"", ""Coffee"", ""Cooking basics""]";;10;90;10;10;90;90;10;90;;t;0;0;0;4;30.12.2024;19;5;0;13.03.2021;20.09.2024;4.89;5;4.74;4.89;5;4.95;4.63;;f;1;1;0;0;0.41
1942078;30.12.2024;Centrally located city apartment in Zurich Oldtown;3387271;https://www.airbnb.com/users/show/3387271;Rakesh;27.08.2012;Zurich, Switzerland;within a few hours;100%;100%;t;2;2;['email', 'phone'];t;t;Zurich, Canton of Zurich, Switzerland;Lindenhof;Kreis 1;47.37;8.54;Entire rental unit;Entire home/apt;4;1.5;1.5 baths;1;2;"[""Wifi"", ""Courtyard view"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Bathtub"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Kitchen"", ""Cleaning products"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""TV with standard cable"", ""Oven"", ""Elevator"", ""Washer"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Hot water"", ""Heating"", ""Clothing storage: closet"", ""Freezer"", ""Cooking basics""]";$220.00;2;1125;2;2;1125;1125;2;1125;;t;3;3;3;3;30.12.2024;21;3;0;04.12.2022;30.05.2024;4.67;4.57;4.1;4.9;5;5;4.57;;f;2;1;1;0;0.83
1944658;30.12.2024;Room in apartment of a woman only for a woman;620454;https://www.airbnb.com/users/show/620454;Reinhard;24.05.2011;Maur, Switzerland;within a few hours;100%;62%;t;12;13;['email', 'phone'];t;t;Zurich, Switzerland;Unterstrass;Kreis 6;47.39;8.54;Private room in home;Private room;1;;1 shared bath;;;"[""Wifi"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Outdoor dining area"", ""Outdoor furniture"", ""Kitchen"", ""Hangers"", ""TV with standard cable"", ""Hammock"", ""Dedicated workspace"", ""Coffee maker: espresso machine"", ""Hot water"", ""Private backyard \u2013 Fully fenced"", ""Host greets you"", ""Heating"", ""Lock on bedroom door"", ""Cooking basics"", ""Fire pit""]";;7;35;7;7;35;35;7;35;;t;0;0;0;0;30.12.2024;22;0;0;15.10.2014;30.04.2022;4.86;4.82;4.95;4.95;4.9;4.9;4.86;;f;1;0;1;0;0.18
1957786;30.12.2024;modern, urban & central apartment;7561419;https://www.airbnb.com/users/show/7561419;Tobias;18.07.2013;Zürich, Switzerland;within a few hours;100%;100%;f;1;1;['email', 'phone', 'work_email'];t;t;Zurich, Canton of Zurich, Switzerland;Langstrasse;Kreis 4;47.38;8.53;Entire rental unit;Entire home/apt;3;;1.5 baths;2;;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""TV with standard cable"", ""Oven"", ""Waterfront"", ""BBQ grill"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Sound system"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Shampoo"", ""Barbecue utensils"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Host greets you"", ""Toaster"", ""Extra pillows and blankets"", ""Heating"", ""Freezer"", ""Private patio or balcony"", ""Cooking basics""]";;14;60;14;14;60;60;14;60;;t;3;6;6;6;30.12.2024;26;2;0;13.09.2014;30.03.2024;5;4.96;4.96;5;5;5;4.92;;f;1;1;0;0;0.21
1962016;30.12.2024;A spacious space;9175734;https://www.airbnb.com/users/show/9175734;Roland;01.10.2013;Zurich, Switzerland;within a few hours;100%;100%;f;1;1;['email', 'phone'];t;t;Zurich, Canton of Zurich, Switzerland;Altstetten;Kreis 9;47.38;8.5;Private room in rental unit;Private room;4;2;2 baths;1;1;"[""Wifi"", ""Dishes and silverware"", ""Changing table"", ""Free dryer \u2013 In building"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Outlet covers"", ""Pack \u2019n play/Travel crib"", ""Backyard"", ""Iron"", ""Fireplace guards"", ""High chair"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Outdoor furniture"", ""Smoking allowed"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Children\u2019s dinnerware"", ""TV with standard cable"", ""Oven"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Conditioner"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Sound system"", ""Books and reading material"", ""Crib"", ""Shower gel"", ""Dedicated workspace"", ""Blender"", ""Breakfast"", ""Shampoo"", ""Window guards"", ""Board games"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Table corner guards"", ""Dining table"", ""Garden view"", ""Room-darkening shades"", ""Laundromat nearby"", ""Toaster"", ""Outdoor playground"", ""Extra pillows and blankets"", ""First aid kit"", ""Freezer"", ""Private patio or balcony"", ""Central heating"", ""Bikes"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Lock on bedroom door""]";$140.00;2;1125;2;2;1125;1125;2;1125;;t;28;58;88;363;30.12.2024;128;5;0;17.02.2014;15.09.2024;4.78;4.9;4.88;4.88;4.88;4.77;4.73;;f;1;0;1;0;0.97
1982405;30.12.2024;studio / home office  in a trendy quarter;5614354;https://www.airbnb.com/users/show/5614354;Subas;25.03.2013;Zurich, Switzerland;within a few hours;100%;100%;f;1;4;['email', 'phone'];t;t;;Wipkingen;Kreis 10;47.39;8.53;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Paid parking off premises"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Backyard"", ""Iron"", ""Drying rack for clothing"", ""Outdoor furniture"", ""Private entrance"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Oven"", ""BBQ grill"", ""Fire extinguisher"", ""Paid parking on premises"", ""Coffee maker"", ""Washer"", ""Shampoo"", ""Long term stays allowed"", ""Shared patio or balcony"", ""Clothing storage: wardrobe"", ""Ethernet connection"", ""Hot water"", ""Room-darkening shades"", ""Host greets you"", ""Extra pillows and blankets"", ""Heating"", ""Cooking basics""]";$84.00;7;730;5;7;730;730;7;730;;t;0;0;0;272;30.12.2024;53;2;1;29.03.2014;15.12.2024;4.7;4.77;4.57;4.74;4.75;4.91;4.47;;f;1;1;0;0;0.4
1992345;30.12.2024;Furnished apartment near the lake;1509492;https://www.airbnb.com/users/show/1509492;Villa;16.12.2011;Zurich, Switzerland;within a day;100%;85%;t;4;8;['email', 'phone'];t;f;;Wollishofen;Kreis 2;47.34;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Washer"", ""Dryer"", ""Heating"", ""Kitchen"", ""Essentials"", ""TV with standard cable""]";$250.00;5;1125;2;5;1125;1125;3.2;1125;;t;22;52;82;329;30.12.2024;2;1;0;03.01.2014;01.06.2024;5;4.5;4.5;5;5;4.5;4.5;;f;3;3;0;0;0.01
2004128;30.12.2024;Super central & cozy (+ family-friendly)!;8658139;https://www.airbnb.com/users/show/8658139;Malin;05.09.2013;Zürich, Switzerland;N/A;N/A;0%;f;1;1;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Werd;Kreis 4;47.37;8.53;Entire rental unit;Entire home/apt;3;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Changing table"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""High chair"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Kitchen"", ""Baking sheet"", ""Rice maker"", ""Cleaning products"", ""Bed linens"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""Conditioner"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Books and reading material"", ""Crib"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Window guards"", ""Board games"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Host greets you"", ""Toaster"", ""Heating"", ""Freezer"", ""Coffee"", ""Cooking basics"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Fire pit""]";$165.00;5;30;5;5;30;30;5;30;;t;0;22;52;142;30.12.2024;29;0;0;04.01.2014;09.08.2023;4.89;4.93;4.86;4.93;5;4.86;4.69;;f;1;1;0;0;0.22
2019124;30.12.2024;New Modern Apartment, Great Area!;4387358;https://www.airbnb.com/users/show/4387358;Mo & Angelika;12.12.2012;Zurich, Switzerland;within a few hours;90%;67%;t;3;6;['email', 'phone'];t;t;;Escher Wyss;Kreis 5;47.39;8.51;Entire rental unit;Entire home/apt;3;1;1 bath;1;2;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Dishwasher"", ""TV with standard cable"", ""Oven"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Elevator"", ""Washer"", ""Hammock"", ""Long term stays allowed"", ""Hot water"", ""Host greets you"", ""Outdoor playground"", ""Heating"", ""Smoke alarm"", ""Cooking basics""]";$202.00;14;1125;14;14;1125;1125;14;1125;;t;0;0;0;243;30.12.2024;23;0;0;01.01.2014;26.08.2023;4.83;4.96;5;4.91;4.91;4.77;4.61;;f;3;3;0;0;0.17
2021797;30.12.2024;Roomy well-lit Private room Heart of Zurich;10379615;https://www.airbnb.com/users/show/10379615;Josh;02.12.2013;Zurich, Switzerland;within an hour;100%;67%;f;2;2;['email', 'phone'];t;t;Zurich, Switzerland;Alt-Wiedikon;Kreis 3;47.36;8.52;Private room in rental unit;Private room;1;1.5;1.5 shared baths;1;2;"[""Wifi"", ""Hot water kettle"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Body soap"", ""Paid street parking off premises"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Elevator"", ""Sound system"", ""Books and reading material"", ""Shower gel"", ""Shampoo"", ""Long term stays allowed"", ""Hot water"", ""Host greets you"", ""Extra pillows and blankets"", ""First aid kit"", ""Paid washer \u2013 In building"", ""Central heating"", ""Portable fans"", ""Smoke alarm"", ""Lock on bedroom door""]";$60.00;28;180;28;28;180;180;28;180;;t;2;2;29;119;30.12.2024;139;1;0;16.12.2013;02.09.2024;4.54;4.68;4.22;4.79;4.85;4.57;4.5;;f;2;0;2;0;1.03
2049847;30.12.2024;Balcony Room in FamilyHome Hottingen, Kreis 7;10487269;https://www.airbnb.com/users/show/10487269;Christine;07.12.2013;Zurich, Switzerland;within a few hours;100%;63%;t;3;5;['email', 'phone'];t;t;;Hottingen;Kreis 7;47.37;8.56;Private room in townhouse;Private room;1;1;1 shared bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Free dryer \u2013 In building"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Essentials"", ""Iron"", ""Sun loungers"", ""Drying rack for clothing"", ""Clothing storage: dresser"", ""Coffee maker: Nespresso"", ""Outdoor furniture"", ""Outdoor dining area"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Oven"", ""BBQ grill"", ""Electrolux refrigerator"", ""Books and reading material"", ""Hammock"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Lockbox"", ""Breakfast"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Fire pit"", ""Barbecue utensils"", ""Paid parking lot on premises \u2013 1 space"", ""Hot water"", ""Dining table"", ""Garden view"", ""Room-darkening shades"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""Host greets you"", ""Toaster"", ""Outdoor playground"", ""Extra pillows and blankets"", ""First aid kit"", ""Freezer"", ""Electrolux stainless steel gas stove"", ""Central heating"", ""Coffee"", ""Private patio or balcony"", ""Bikes"", ""Cleaning available during stay"", ""Cooking basics"", ""Lock on bedroom door""]";$54.00;7;730;7;7;730;730;7;730;;t;11;18;18;258;30.12.2024;107;2;0;02.06.2014;01.09.2024;4.65;4.57;4.7;4.84;4.82;4.84;4.57;;f;3;0;3;0;0.83
