listing_id,date
610348,2017-10-30
610348,2017-11-26
610348,2017-11-30
610348,2017-12-11
610348,2018-01-02
610348,2018-03-17
610348,2018-04-20
610348,2018-06-06
610348,2018-06-14
610348,2018-06-21
610348,2018-07-21
610348,2018-07-26
610348,2018-08-06
610348,2018-08-16
610348,2018-08-19
610348,2018-08-24
610348,2018-10-07
610348,2018-10-19
610348,2019-01-25
610348,2019-02-02
610348,2019-02-11
610348,2019-02-27
610348,2019-04-14
610348,2019-04-20
610348,2019-04-27
610348,2019-06-09
610348,2019-06-28
610348,2019-07-14
610348,2019-10-03
610348,2019-10-18
610348,2019-10-28
610348,2019-11-03
610348,2019-11-21
610348,2019-12-05
610348,2020-01-04
610348,2020-01-10
610348,2020-01-14
610348,2020-01-18
610348,2020-03-15
610348,2020-08-08
610348,2020-10-22
610348,2020-11-21
610348,2021-08-13
610348,2021-08-26
610348,2021-08-29
610348,2021-09-20
610348,2021-09-28
610348,2021-10-24
610348,2021-10-29
610348,2021-11-01
610348,2021-12-09
610348,2021-12-26
610348,2022-02-12
610348,2022-04-18
610348,2022-05-17
610348,2022-05-28
610348,2022-06-06
610348,2022-08-16
610348,2022-09-02
610348,2022-09-11
610348,2022-09-26
610348,2022-10-06
610348,2022-10-10
610348,2022-10-13
610348,2022-10-23
610348,2022-11-04
610348,2022-12-08
610348,2022-12-30
610348,2023-01-02
610348,2023-01-07
610348,2023-01-11
610348,2023-02-09
610348,2023-02-24
610348,2023-03-20
610348,2023-03-27
610348,2023-03-31
610348,2023-04-16
610348,2023-04-22
610348,2023-05-07
610348,2023-07-21
610348,2023-08-16
610348,2023-08-21
610348,2023-09-27
610348,2023-10-30
610348,2023-11-11
610348,2023-11-19
610348,2023-11-27
610348,2023-12-14
610348,2024-01-02
610348,2024-04-25
610348,2024-05-07
610348,2024-05-12
610348,2024-06-06
610348,2024-06-10
610348,2024-07-05
610348,2024-07-15
610348,2024-08-29
610348,2024-09-03
610348,2024-09-14
610348,2024-10-05
610348,2024-11-03
610348,2024-12-01
610348,2024-12-07
610348,2024-12-18
620130,2016-05-01
620130,2016-10-05
620130,2017-01-31
620130,2017-05-31
620130,2017-06-18
620130,2017-06-26
620130,2017-07-05
620130,2017-08-26
620130,2017-12-29
620130,2018-03-16
620130,2018-04-14
620130,2018-06-17
620130,2018-06-22
620130,2018-07-01
620130,2018-07-08
620130,2018-07-27
620130,2018-09-01
620130,2018-12-01
620130,2018-12-27
620130,2019-04-13
620130,2019-04-22
620130,2019-06-30
620130,2019-08-12
620130,2019-10-31
620130,2020-02-08
644888,2012-10-01
644888,2013-04-01
644888,2013-04-08
644888,2013-07-31
644888,2013-08-10
644888,2014-08-03
644888,2014-08-07
644888,2015-08-03
644888,2015-08-09
644888,2015-10-17
644888,2016-07-31
644888,2017-07-24
644888,2018-07-26
644888,2018-07-31
644888,2021-08-08
644888,2023-08-14
706972,2015-10-05
706972,2016-05-20
706972,2018-02-23
706972,2018-07-09
706972,2018-09-30
706972,2019-07-04
706972,2019-10-20
706972,2020-03-17
706997,2013-03-31
706997,2013-07-12
706997,2013-09-24
706997,2016-06-12
706997,2016-06-15
706997,2016-07-24
706997,2016-09-30
706997,2017-07-09
706997,2018-03-11
706997,2018-07-03
706997,2018-12-01
706997,2019-05-31
743035,2013-06-28
743035,2014-01-02
743035,2014-04-13
743035,2014-05-10
743035,2014-05-17
743035,2014-05-31
743035,2014-06-25
743035,2014-06-27
743035,2014-07-14
743035,2014-07-23
743035,2014-07-30
743035,2014-08-12
743035,2014-08-18
743035,2014-08-21
743035,2014-09-04
743035,2014-10-12
743035,2014-10-30
743035,2014-12-22
743035,2014-12-24
743035,2015-01-04
743035,2015-04-10
743035,2015-05-08
743035,2015-05-25
743035,2015-08-13
743035,2015-12-27
743035,2016-04-25
743035,2016-05-16
743035,2016-05-24
743035,2016-06-11
743035,2016-06-23
743035,2016-07-16
743035,2016-08-16
743035,2016-10-28
743035,2016-11-19
743035,2016-12-11
743035,2017-01-02
743035,2017-07-02
743035,2017-08-13
743035,2017-08-17
743035,2017-09-21
743035,2017-10-01
743035,2017-10-16
743035,2017-10-22
743035,2017-11-18
743035,2017-12-30
743035,2018-01-02
743035,2018-01-06
743035,2018-02-18
743035,2018-03-25
743035,2018-04-01
743035,2018-07-05
743035,2018-07-08
743035,2018-07-17
743035,2018-08-16
743035,2018-09-29
743035,2018-10-26
743035,2018-10-28
743035,2018-11-17
743035,2018-11-24
743035,2018-12-24
743035,2018-12-29
743035,2019-01-01
743035,2019-01-05
743035,2019-02-01
743035,2019-02-13
743035,2019-06-19
743035,2019-06-23
743035,2019-06-30
743035,2019-07-07
743035,2019-07-17
743035,2019-08-10
743035,2019-08-23
743035,2019-10-27
743035,2019-11-17
743035,2019-12-08
743035,2019-12-29
743035,2021-07-04
743035,2021-07-24
743035,2021-07-30
743035,2021-08-07
743035,2021-08-15
743035,2021-08-18
743035,2021-09-10
743035,2021-12-27
743035,2021-12-31
743035,2022-09-18
743035,2022-10-20
743035,2022-11-06
743035,2022-12-28
743035,2023-02-05
743035,2023-06-10
743035,2023-06-15
743035,2023-06-26
743035,2023-06-30
743035,2023-07-09
743035,2023-07-12
743035,2023-07-17
743035,2023-07-21
743035,2023-07-26
743035,2023-08-04
743035,2023-09-03
743035,2024-06-09
743035,2024-06-16
743035,2024-07-11
743035,2024-07-17
743035,2024-07-21
743035,2024-08-11
743035,2024-08-26
743035,2024-10-08
751660,2012-11-04
751660,2012-11-05
751660,2012-11-26
751660,2012-12-28
751660,2013-01-14
751660,2013-01-21
751660,2013-02-03
751660,2013-02-26
751660,2013-04-19
751660,2013-05-13
751660,2013-05-18
751660,2013-06-02
751660,2013-07-01
751660,2013-07-06
751660,2013-07-08
751660,2013-07-22
751660,2013-09-02
751660,2014-02-10
751660,2014-02-24
751660,2014-03-24
751660,2014-03-31
751660,2014-04-13
751660,2014-04-23
751660,2014-05-03
751660,2014-05-19
751660,2014-06-03
751660,2014-06-16
751660,2014-06-23
751660,2014-07-22
751660,2014-08-10
751660,2014-09-07
751660,2014-09-21
751660,2014-10-05
751660,2015-02-15
751660,2015-06-07
751660,2015-06-22
751660,2015-07-12
751660,2015-07-19
751660,2015-08-09
751660,2015-09-20
751660,2015-09-26
751660,2015-11-22
751660,2015-12-06
751660,2016-01-02
751660,2016-02-01
751660,2016-02-08
751660,2016-02-15
751660,2016-03-13
751660,2016-03-26
751660,2016-04-11
751660,2016-05-08
751660,2016-05-16
751660,2016-06-12
751660,2016-06-27
751660,2016-12-27
751660,2017-03-18
751660,2017-05-15
751660,2017-06-05
751660,2017-06-25
751660,2017-07-16
751660,2017-07-23
751660,2017-08-06
751660,2017-09-09
751660,2017-09-17
751660,2017-09-22
751660,2017-10-06
751660,2017-10-10
751660,2017-10-13
751660,2017-11-12
751660,2017-11-26
751660,2017-12-10
751660,2017-12-16
751660,2018-01-02
751660,2018-01-14
751660,2018-02-03
751660,2018-02-12
751660,2018-02-25
751660,2018-03-04
751660,2018-03-31
751660,2018-04-16
751660,2018-04-22
751660,2018-05-21
751660,2018-06-10
751660,2018-06-30
751660,2018-07-16
751660,2018-07-29
751660,2018-08-19
751660,2018-08-26
751660,2018-09-14
751660,2018-10-01
751660,2018-10-28
751660,2018-11-04
751660,2018-11-11
751660,2018-12-03
751660,2018-12-26
751660,2019-01-03
751660,2019-01-07
751660,2019-01-14
751660,2019-02-03
751660,2019-02-24
751660,2019-03-10
751660,2019-03-16
751660,2019-04-07
751660,2019-04-22
751660,2019-04-28
751660,2019-05-12
751660,2019-05-27
751660,2019-06-25
751660,2019-07-01
751660,2019-07-21
751660,2019-08-19
751660,2019-10-02
751660,2019-10-07
751660,2019-10-10
751660,2019-11-03
751660,2019-11-17
751660,2019-12-15
751660,2019-12-25
751660,2020-01-12
751660,2020-01-23
751660,2020-02-10
751660,2020-02-23
751660,2020-09-13
751660,2022-11-20
751660,2023-04-28
751660,2023-05-20
815055,2013-03-16
815055,2013-03-29
815055,2013-04-09
815055,2013-04-11
815055,2013-05-08
815055,2013-05-12
815055,2013-05-22
815055,2013-05-29
815055,2013-05-30
815055,2013-06-01
815055,2013-06-05
815055,2013-06-11
815055,2013-06-19
815055,2013-06-20
815055,2013-06-22
815055,2013-06-24
815055,2013-06-26
815055,2013-07-03
815055,2013-07-06
815055,2013-07-10
815055,2013-07-12
815055,2013-08-11
815055,2013-08-13
815055,2013-08-23
815055,2013-08-28
815055,2013-08-31
815055,2013-09-01
815055,2013-09-03
815055,2013-09-05
815055,2013-09-06
815055,2013-09-10
815055,2013-09-13
815055,2013-09-14
815055,2013-10-01
815055,2013-10-04
815055,2013-10-24
815055,2013-10-25
815055,2013-11-02
815055,2013-11-11
815055,2013-11-16
815055,2014-03-13
815055,2014-04-08
815055,2014-04-13
815055,2014-05-05
815055,2014-05-08
815055,2014-05-18
815055,2014-05-24
815055,2014-05-26
815055,2014-05-28
815055,2014-06-01
815055,2014-06-03
815055,2014-06-07
815055,2014-06-17
815055,2014-06-20
815055,2014-06-26
815055,2014-08-03
815055,2014-08-19
815055,2014-08-26
815055,2014-09-04
815055,2014-09-22
815055,2014-09-28
815055,2014-10-06
815055,2015-03-28
815055,2015-11-07
815055,2016-08-12
815055,2016-08-15
815055,2016-09-03
815055,2016-09-22
815055,2017-05-11
815055,2017-06-29
815055,2018-06-21
815055,2019-06-26
815055,2021-09-01
815055,2022-06-17
815055,2022-06-24
815055,2022-06-26
815055,2022-06-30
815055,2022-07-02
815055,2022-09-15
815055,2022-09-17
815055,2023-07-02
815055,2023-07-03
816887,2013-11-04
816887,2013-12-08
816887,2014-06-02
816887,2014-06-23
816887,2014-07-07
816887,2014-07-31
816887,2015-04-01
816887,2015-05-27
816887,2015-08-02
816887,2015-08-31
816887,2016-01-05
816887,2016-04-28
816887,2016-06-13
816887,2016-07-16
816887,2016-08-04
816887,2016-08-25
816887,2016-10-01
816887,2017-01-02
816887,2017-03-08
816887,2017-03-12
816887,2017-07-01
816887,2017-07-06
816887,2017-07-11
816887,2017-08-13
816887,2018-03-21
816887,2018-03-25
816887,2018-04-02
816887,2018-06-26
816887,2018-07-09
816887,2018-07-16
816887,2019-05-17
816887,2019-05-29
816887,2019-07-08
816887,2019-07-22
816887,2019-08-10
816887,2019-08-17
816887,2023-02-19
816887,2023-08-24
1002219,2013-07-26
1002219,2013-07-31
1002219,2014-07-22
1002219,2014-07-26
1002219,2014-08-13
1002219,2015-07-26
1002219,2017-08-15
1002219,2018-08-03
1002219,2019-07-27
1028631,2013-04-14
1028631,2013-05-17
1028631,2013-05-25
1028631,2013-06-16
1028631,2013-09-10
1028631,2013-11-03
1028631,2014-01-04
1028631,2014-02-15
1028631,2014-03-19
1028631,2014-07-29
1028631,2014-09-12
1028631,2014-09-29
1028631,2014-10-26
1028631,2014-11-26
1028631,2015-01-05
1028631,2015-03-07
1028631,2015-04-02
1028631,2015-05-04
1028631,2015-06-04
1028631,2015-06-17
1028631,2015-06-21
1028631,2015-07-16
1028631,2015-08-25
1028631,2015-09-28
1028631,2015-10-25
1028631,2016-01-03
1028631,2016-02-03
1028631,2016-02-19
1028631,2016-03-05
1028631,2016-03-20
1028631,2016-04-15
1028631,2016-05-25
1028631,2016-06-08
1028631,2016-07-02
1028631,2016-07-13
1028631,2016-08-13
1028631,2016-09-29
1028631,2016-10-12
1028631,2016-11-11
1028631,2016-12-13
1028631,2016-12-21
1028631,2017-03-19
1028631,2017-04-06
1028631,2017-04-23
1028631,2017-05-12
1028631,2017-05-28
1028631,2017-06-30
1028631,2017-07-31
1028631,2017-08-27
1028631,2017-09-15
1028631,2017-09-22
1028631,2017-10-06
1028631,2017-11-06
1028631,2017-12-04
1028631,2017-12-17
1028631,2018-03-01
1028631,2018-03-29
1028631,2018-04-28
1028631,2018-07-01
1028631,2018-09-14
1028631,2018-09-21
1028631,2018-10-25
1028631,2018-11-16
1028631,2018-12-08
1028631,2019-03-10
1028631,2019-05-28
1028631,2019-06-27
1028631,2019-09-07
1028631,2019-10-08
1028631,2020-01-01
1028631,2020-04-01
1028631,2020-07-25
1028631,2021-07-17
1028631,2021-08-05
1028631,2021-08-18
1028631,2021-10-14
1028631,2022-03-05
1028631,2022-04-11
1028631,2022-04-16
1028631,2022-05-10
1028631,2022-07-07
1028631,2022-07-24
1028631,2022-08-27
1028631,2022-09-01
1028631,2022-10-31
1028631,2023-06-26
1028631,2024-05-03
1028631,2024-05-30
1028631,2024-06-16
1028631,2024-07-10
1028631,2024-08-16
1028631,2024-10-06
1126401,2015-07-15
1126401,2015-07-26
1126401,2017-08-08
1126401,2019-04-27
1478873,2013-08-12
1478873,2014-06-03
1478873,2014-08-25
1478873,2014-09-10
1478873,2014-10-06
1478873,2014-10-10
1478873,2014-12-08
1478873,2015-01-03
1478873,2015-01-10
1478873,2015-01-27
1478873,2015-03-02
1478873,2015-04-21
1478873,2015-04-27
1478873,2015-07-22
1478873,2015-08-20
1478873,2015-08-27
1478873,2015-10-26
1478873,2015-12-14
1478873,2016-03-02
1478873,2016-06-13
1478873,2016-07-03
1478873,2016-07-08
1478873,2016-07-26
1478873,2017-02-26
1478873,2017-06-11
1478873,2017-08-27
1478873,2017-09-20
1478873,2017-09-25
1478873,2018-01-31
1478873,2018-05-12
1478873,2018-06-19
1478873,2018-07-09
1478873,2018-08-07
1478873,2018-08-12
1478873,2018-09-02
1478873,2018-09-14
1478873,2018-09-16
1478873,2018-09-18
1478873,2018-09-23
1478873,2018-09-28
1478873,2018-09-30
1478873,2018-10-07
1478873,2018-10-21
1478873,2018-11-19
1478873,2018-12-14
1478873,2019-01-01
1478873,2019-02-12
1478873,2019-03-31
1478873,2019-04-13
1478873,2019-04-22
1478873,2019-04-29
1478873,2019-05-08
1478873,2019-05-19
1478873,2019-05-23
1478873,2019-05-29
1478873,2019-06-02
1478873,2019-06-06
1478873,2019-06-09
1478873,2019-06-11
1478873,2019-06-23
1478873,2019-06-30
1478873,2019-07-23
1478873,2019-07-25
1478873,2019-09-07
1478873,2019-09-17
1478873,2019-09-19
1478873,2019-09-24
1478873,2019-10-11
1478873,2019-10-19
1478873,2019-11-02
1478873,2019-11-13
1478873,2019-11-17
1478873,2019-12-03
1478873,2019-12-24
1528138,2013-08-31
1528138,2013-09-29
1528138,2013-10-26
1528138,2014-03-31
1528138,2014-05-19
1528138,2014-06-22
1528138,2014-09-10
1528138,2014-09-28
1528138,2014-11-08
1528138,2015-04-07
1528138,2015-05-13
1528138,2015-06-23
1528138,2015-07-10
1528138,2015-08-16
1528138,2015-08-25
1528138,2015-09-02
1528138,2015-09-05
1528138,2015-10-24
1528138,2016-04-18
1528138,2016-05-09
1528138,2016-05-12
1528138,2016-05-27
1528138,2016-06-07
1528138,2016-06-18
1528138,2016-06-28
1528138,2016-07-21
1528138,2016-08-03
1528138,2016-08-20
1528138,2016-09-11
1528138,2017-03-03
1528138,2017-04-12
1528138,2017-06-18
1528138,2017-06-23
1528138,2017-06-28
1528138,2017-07-20
1528138,2017-07-29
1528138,2017-08-24
1528138,2017-09-12
1528138,2017-09-24
1528138,2017-09-29
1528138,2017-10-12
1528138,2018-04-06
1528138,2018-05-16
1528138,2018-06-01
1528138,2018-06-15
1528138,2018-06-20
1528138,2018-06-26
1528138,2018-07-01
1528138,2018-07-15
1528138,2018-08-16
1528138,2018-08-26
1528138,2018-08-31
1528138,2018-09-11
1528138,2018-09-15
1528138,2019-04-19
1528138,2019-05-11
1528138,2019-05-25
1528138,2019-06-01
1528138,2019-06-16
1528138,2019-06-19
1528138,2019-06-25
1528138,2019-07-02
1528138,2019-07-27
1528138,2019-08-17
1528138,2019-09-07
1528138,2019-09-21
1528138,2019-09-29
1528138,2020-07-21
1528138,2020-08-01
1528138,2020-08-26
1528138,2020-08-31
1528138,2020-10-19
1528138,2021-05-30
1528138,2021-06-13
1528138,2021-08-01
1566319,2022-04-17
1566319,2022-08-04
1599790,2014-08-30
1599790,2015-05-06
1599790,2015-06-26
1599790,2019-05-10
1599790,2019-06-26
1599790,2019-07-04
1637876,2013-09-22
1637876,2013-09-27
1637876,2013-10-03
1637876,2013-10-21
1637876,2013-10-28
1637876,2013-11-04
1637876,2013-11-16
1637876,2013-11-29
1637876,2013-12-02
1637876,2013-12-18
1637876,2014-01-16
1637876,2014-01-29
1637876,2014-02-03
1637876,2014-03-01
1637876,2014-03-03
1637876,2014-03-06
1637876,2014-03-08
1637876,2014-03-11
1637876,2014-03-13
1637876,2014-03-17
1637876,2014-03-20
1637876,2014-03-23
1637876,2014-03-25
1637876,2014-03-27
1637876,2014-03-29
1637876,2014-04-03
1637876,2014-04-05
1637876,2014-04-09
1637876,2014-04-11
1637876,2014-04-15
1637876,2014-04-21
1637876,2014-05-10
1637876,2014-05-27
1637876,2014-06-05
1637876,2014-06-07
1637876,2014-06-13
1637876,2014-06-15
1637876,2014-06-17
1637876,2014-06-19
1637876,2014-06-22
1637876,2014-07-05
1637876,2014-07-07
1637876,2014-07-10
1637876,2014-07-17
1637876,2014-07-19
1637876,2014-07-21
1637876,2014-07-23
1637876,2014-08-17
1637876,2014-08-19
1637876,2014-08-30
1637876,2014-09-01
1637876,2014-10-02
1637876,2014-10-26
1637876,2014-10-28
1637876,2014-11-01
1637876,2014-11-04
1637876,2014-11-09
1637876,2014-11-11
1637876,2014-11-21
1637876,2014-11-24
1637876,2014-12-08
1637876,2014-12-11
1637876,2014-12-14
1637876,2014-12-20
1637876,2015-01-11
1637876,2015-01-19
1637876,2015-01-23
1637876,2015-01-25
1637876,2015-02-02
1637876,2015-02-05
1637876,2015-02-07
1637876,2015-03-07
1637876,2015-03-13
1637876,2015-03-17
1637876,2015-03-22
1637876,2015-04-03
1637876,2015-04-11
1637876,2015-04-13
1637876,2015-05-10
1637876,2015-05-13
1637876,2015-05-17
1637876,2015-05-20
1637876,2015-05-30
1637876,2015-06-01
1637876,2015-06-03
1637876,2015-06-06
1637876,2015-06-10
1637876,2015-06-16
1637876,2015-06-18
1637876,2015-06-23
1637876,2015-06-25
1637876,2015-06-28
1637876,2015-07-04
1637876,2015-07-06
1637876,2015-07-09
1637876,2015-07-14
1637876,2015-07-23
1637876,2015-07-26
1637876,2015-07-28
1637876,2015-07-30
1637876,2015-08-01
1637876,2015-08-15
1637876,2015-08-17
1637876,2015-08-19
1637876,2015-08-21
1637876,2015-08-26
1637876,2015-09-06
1637876,2015-09-11
1637876,2015-09-14
1637876,2015-09-16
1637876,2015-09-19
1637876,2015-09-27
1637876,2015-09-29
1637876,2015-10-09
1637876,2015-10-12
1637876,2015-10-19
1637876,2015-10-21
1637876,2015-11-10
1637876,2015-11-12
1637876,2015-11-14
1637876,2015-11-18
1637876,2015-11-22
1637876,2015-11-25
1637876,2015-12-06
1637876,2015-12-08
1637876,2015-12-11
1637876,2015-12-16
1637876,2015-12-18
1637876,2015-12-22
1637876,2015-12-24
1637876,2015-12-29
1637876,2016-01-02
1637876,2016-01-05
1637876,2016-01-26
1637876,2016-01-31
1637876,2016-02-04
1637876,2016-02-06
1637876,2016-02-10
1637876,2016-02-22
1637876,2016-02-29
1637876,2016-03-03
1637876,2016-04-01
1637876,2016-04-04
1637876,2016-04-09
1637876,2016-04-11
1637876,2016-04-13
1637876,2016-04-15
1637876,2016-04-20
1637876,2016-04-24
1637876,2016-04-26
1637876,2016-05-01
1637876,2016-05-03
1637876,2016-05-09
1637876,2016-05-11
1637876,2016-05-17
1637876,2016-05-20
1637876,2016-05-22
1637876,2016-05-24
1637876,2016-05-26
1637876,2016-05-30
1637876,2016-06-13
1637876,2016-06-16
1637876,2016-06-25
1637876,2016-06-26
1637876,2016-06-29
1637876,2016-07-02
1637876,2016-07-05
1637876,2016-07-06
1637876,2016-07-10
1637876,2016-07-12
1637876,2016-07-13
1637876,2016-07-15
1637876,2016-07-19
1637876,2016-07-21
1637876,2016-07-27
1637876,2016-07-30
1637876,2016-08-03
1637876,2016-08-06
1637876,2016-08-09
1637876,2016-08-11
1637876,2016-09-11
1637876,2016-09-15
1637876,2016-09-17
1637876,2016-09-19
1637876,2016-09-23
1637876,2016-09-24
1637876,2016-09-26
1637876,2016-10-08
1637876,2016-10-11
1637876,2016-10-14
1637876,2016-10-16
1637876,2016-10-24
1637876,2016-10-26
1637876,2016-10-29
1637876,2016-11-02
1637876,2016-11-04
1637876,2016-11-12
1637876,2016-11-15
1637876,2016-11-20
1637876,2016-11-23
1637876,2016-11-27
1637876,2016-12-01
1637876,2016-12-04
1637876,2016-12-09
1637876,2016-12-11
1637876,2016-12-23
1637876,2016-12-30
1637876,2017-01-02
1637876,2017-01-04
1637876,2017-01-08
1637876,2017-01-12
1637876,2017-01-19
1637876,2017-01-21
1637876,2017-01-23
1637876,2017-01-29
1637876,2017-02-03
1637876,2017-02-05
1637876,2017-03-06
1637876,2017-03-29
1637876,2017-04-01
1637876,2017-04-03
1637876,2017-04-05
1637876,2017-04-07
1637876,2017-04-12
1637876,2017-04-15
1637876,2017-04-18
1637876,2017-04-20
1637876,2017-04-24
1637876,2017-05-13
1637876,2017-05-18
1637876,2017-05-20
1637876,2017-06-01
1637876,2017-06-09
1637876,2017-06-12
1637876,2017-06-15
1637876,2017-06-17
1637876,2017-06-19
1637876,2017-06-21
1637876,2017-06-25
1637876,2017-06-29
1637876,2017-07-01
1637876,2017-07-03
1637876,2017-07-08
1637876,2017-07-12
1637876,2017-07-16
1637876,2017-07-21
1637876,2017-07-24
1637876,2017-07-27
1637876,2017-07-31
1637876,2017-08-03
1637876,2017-08-05
1637876,2017-09-02
1637876,2017-09-05
1637876,2017-09-07
1637876,2017-09-09
1637876,2017-09-14
1637876,2017-09-18
1637876,2017-09-22
1637876,2017-09-26
1637876,2017-09-28
1637876,2017-09-30
1637876,2017-10-03
1637876,2017-10-08
1637876,2017-10-12
1637876,2017-10-23
1637876,2017-10-30
1637876,2017-11-13
1637876,2017-11-16
1637876,2017-11-18
1637876,2017-11-30
1637876,2017-12-06
1637876,2017-12-19
1637876,2017-12-22
1637876,2017-12-24
1637876,2018-01-03
1637876,2018-01-10
1637876,2018-01-13
1637876,2018-01-17
1637876,2018-01-21
1637876,2018-02-19
1637876,2018-02-21
1637876,2018-02-25
1637876,2018-03-02
1637876,2018-03-05
1637876,2018-03-08
1637876,2018-03-11
1637876,2018-03-13
1637876,2018-03-17
1637876,2018-03-19
1637876,2018-03-28
1637876,2018-04-05
1637876,2018-04-08
1637876,2018-04-10
1637876,2018-04-23
1637876,2018-05-07
1637876,2018-05-17
1637876,2018-05-25
1637876,2018-05-31
1637876,2018-06-02
1637876,2018-06-21
1637876,2018-06-23
1637876,2018-06-26
1637876,2018-06-28
1637876,2018-06-30
1637876,2018-07-02
1637876,2018-07-04
1637876,2018-07-06
1637876,2018-07-09
1637876,2018-07-11
1637876,2018-07-13
1637876,2018-07-17
1637876,2018-07-19
1637876,2018-07-29
1637876,2018-08-01
1637876,2018-08-04
1637876,2018-08-15
1637876,2018-08-17
1637876,2018-08-19
1637876,2018-08-21
1637876,2018-08-24
1637876,2018-08-27
1637876,2018-09-10
1637876,2018-09-12
1637876,2018-09-19
1637876,2018-10-03
1637876,2018-10-09
1637876,2018-10-13
1637876,2018-10-15
1637876,2018-10-17
1637876,2018-10-19
1637876,2018-10-21
1637876,2018-11-08
1637876,2018-11-11
1637876,2018-11-13
1637876,2018-11-18
1637876,2018-11-25
1637876,2018-12-11
1637876,2018-12-13
1637876,2018-12-15
1637876,2018-12-21
1637876,2018-12-24
1637876,2018-12-31
1637876,2019-01-06
1637876,2019-01-08
1637876,2019-01-12
1637876,2019-01-16
1637876,2019-01-19
1637876,2019-01-22
1637876,2019-01-24
1637876,2019-01-27
1637876,2019-01-31
1637876,2019-02-07
1637876,2019-02-09
1637876,2019-02-13
1637876,2019-02-26
1637876,2019-03-01
1637876,2019-03-12
1637876,2019-03-24
1637876,2019-04-21
1637876,2019-04-25
1637876,2019-04-27
1637876,2019-05-03
1637876,2019-05-08
1637876,2019-05-12
1637876,2019-05-14
1637876,2019-05-16
1637876,2019-05-20
1637876,2019-05-23
1637876,2019-05-25
1637876,2019-06-17
1637876,2019-06-22
1637876,2019-06-26
1637876,2019-07-01
1637876,2019-07-03
1637876,2019-07-05
1637876,2019-07-07
1637876,2019-07-10
1637876,2019-07-13
1637876,2019-07-15
1637876,2019-07-17
1637876,2019-07-20
1637876,2019-07-29
